,title,chords,lyric,views,difficulty
31,As Coisas,"{'A7', 'E7', 'F7', 'D7', 'B7', 'F#7', 'C#7', 'G7', 'Eb7'}","

Intro: (A7)
 

F7        E7  G7
As coisas têm peso
       F7
Massa, volume, tamanho
E7     G7     F#7
Tempo, forma, cor
F7  E7   G7       F7
Posição, textura, duração
F7   E7    G7        F#7
Densidade, cheiro, valor
A7          D7
Consistência, profundidade
   A7            Eb7
Contorno, temperatura
   C#7  A7       D7
Função, aparência, preço
          A7
Destino, idade, sentido
E7                A7  G7  F7
As coisas não têm paz
          E7      A7  G7  B7
As coisas não têm paz
          E7      A7  G7  F7
As coisas não têm paz
          E7      A7  G7  B7  E7 (A7)
As coisas não têm paz
F7        E7  G7
As coisas têm peso
F7
Massa, volume, tamanho
E7     G7     F#7
Tempo, forma, cor
F7  E7   G7       F7
Posição, textura, duração
     E7    G7        F#7
Densidade, cheiro, valor
A7         D7
Consistência, profundidade
   A7            Eb7
Contorno, temperatura
   C#7  A7       D7
Função, aparência, preço
          A7
Destino, idade, sentido
E7                A7  G7  F7
As coisas não têm paz
          E7      A7  G7  B7
As coisas não têm paz
          E7      A7  G7  F7
As coisas não têm paz
          E7      A7  G7  B7  
As coisas não têm paz
(A7)
As coisas, as coisas, as coisas...",28125,Básico
32,As Curvas da Estrada de Santos,"{'Em7', 'Bm11', 'G#7', 'Fº', 'E7', 'B7(9)', 'E9-', 'E6', 'Bm7', 'F#7', 'A', 'D', 'E', 'G7', 'A6', 'Dm', 'F#m'}","           A6
Se você pretende saber quem eu sou
         Bm11     E7  Fº
Eu posso lhe dizer
             F#m
Entre no meu carro na estrada de Santos
              Em7     A6  D
E você vai me conhecer
            Dm                                A  G#7  G7  F#7
Você vai pensar que eu não gosto nem mesmo de mim
                B7(9)
E que na minha idade só a velocidade
             Bm7  E9-  E7
Anda junto a mim

          A6
Só ando sozinho
                                Bm11     E7  Fº
E no meu caminho o tempo é cada vez menor
           F#m
Preciso de ajuda, por favor me acuda
        Em7     A6  D
Eu vivo muito só
              Dm                        A    G#7  G7  F#7
Se acaso numa curva eu me lembro do meu mundo
             B7(9)
Eu piso mais fundo, corrijo num segundo
            Bm7  E
Não posso parar

              A6
Eu prefiro as curvas da estrada de Santos
              Bm11    E7  Fº
Onde eu tento esquecer
               F#m
Um amor que eu tive e vi pelo espelho
      Em7             A6  D
Na distância se perder
                        Dm                   A   G#7  G7  F#7
Mas se o amor que eu perdi eu novamente encontrar
              B7(9)                 E6  E
As curvas se acabam e na estrada de Santos
                A  G#7  G7  F#7
Não vou mais passar
              B7(9)                 E6  E
As curvas se acabam e na estrada de Santos
                A
Não vou mais passar",250612,Básico
33,Atrás da Verde e Rosa,"{'Bb/F', 'Gm7+', 'F7+', 'F7', 'Cm7/9', 'G7(13)', 'C7/9', 'Bb/C', 'F7+/9', 'F', 'B9', 'Gm', 'Fº', 'Cm', 'D7', 'F5+', 'Bb6', 'Am', 'Gm5+', 'Gm7', 'F7/9', 'Dm', 'C#7+', 'C9', 'F6', 'Dm/C', 'C7', 'Gm6', 'C/E', 'Bb7+', 'Bb'}","F7+ Am D7 B9  G7(13)   C7/9
        Sonho meu

               F7+        Gm7
Me leva que eu vou, sonho meu
                 C7/9
Atrás da Verde-e-Rosa
                   F7+/9   Bb/C
Só não vai quem já morreu, ô
               F7+        Gm7
Me leva que eu vou, sonho meu
                 C7/9
Atrás da Verde-e-Rosa
                       F
Só não vai quem já morreu

        C7/9                F  F5+  F6
Bahia é luz de poeta ao luar

Misticismo de um povo
F7/9       F7       Bb6
     Salve todos orixás
           Gm7   C7/9      F7+
Quem me mandou estrelas de lá
    C/E      Dm      Dm/C      C7
Foi São Salvador pra noite brilhar
   Cm7/9   C#7+          Bb/C       Fº
Mangueira!      Jogando flores pelo mar
F       C7/9                        F
Se encantou com a musa que a Bahia dá
C7/9               F7+
Obá, berimbau, ganzá
D7 b9        Gm7            C7/9         F
       Ô, capoeira, joga um verso pra iaiá
C7/9               F7+
Obá, berimbau, ganzá
D7 b9        Gm7            C7/9         F
       Ô, capoeira, joga um verso pra iaiá

F  Bb/F    F      Bb/F  F                    Gm7
Caetano e Gil, ô,      com a Tropicália no olhar
                   C7/9                F  Bb/C
Doces Bárbaros ensinando a brisa a bailar
F     F7+             F7/9    F7   Bb7+
A meiguice de uma voz,      uma canção
Bbm7 Eb7/9    Am7  D7 b9    Gm7            C6/7 F
No teatro opinião,        Bethânia explode coração

            F F5+ F6     Gm Gm5+ Gm6        C9 Cm C7       F
Domingo no parque, amor, alegria, alegria,       eu vou
   Bb     Gm7   Am7  D7 b9   Gm C7/9             F
A flor na festa do interi----or      seu nome é gal

( Bb  F )
( Bb  F )
( Bb  F )
( Bb  F )
( C7 )

 F F5+ F6 F7 F7+            Gm Gm5+ Gm7+ Gm7
Aplausos          ao cancioneiro
       Gm7  C7/9              F   C7/9
É carnaval,      é Rio de Janeiro",2506,Intermediário
34,Atrás do Trio Elétrico,"{'C7', 'F7', 'F', 'Bb', 'Bb°'}","  F               Bb
 Atrás do trio elétrico
        C7              F
 Só não vai quem já morreu
   F                  Bb
 Quem já botou pra rachar
      C7                   Bb
 aprendeu, que é do outro lado,
    C7              Bb
 Do lado de lá, do lado
       C7             F
 Que é lado, lado, de lá.
   F
 O Sol é seu,
 O som é meu
 Quero morrer,
 Quero morrer já;
  C7
 O som é seu,
 O som é meu,
 Quero viver,
 Quero viver lá.
 F                       F7
 Nem quero saber se o diabo

 Nasceu, foi na Bahi - foi na Bahi-a
 Bb       Bb°
 O trio elétrico
           F
 O sol rompeu
         C7               F
 No meio di - no meio di-a",43928,Básico
35,Autoacalanto,"{'D#º', 'Dm7(9)', 'C7M(9)', 'C6(9)', 'Fm6', 'C7(9)', 'G7(13)', 'F7M', 'A7(9)', 'G7', 'Gm7', 'Em7'}","C6(9)             Em7
O autoacalanto de Benjamin
F7M                    G7
Que é, por enquanto, caçula de mim
     Em7
É um deslumbramento
     D#º                   Dm7(9)    G7(13)
Ele emula o canto de um querubim, curumim

C6(9)                       Em7
O que é mesmo que isso me ensina?
F7M                      G7
Um ser que a si mesmo se nina
     Gm7
É um quase lamento
     C7(9)
Já é nota de tom
      F7M            Fm6  
E tem cor de jasmim
Em7      A7(9)          Dm7(9)   G7(13)    C7M(9)
Eu nunca tinha visto nada       assim

C6(9)             Em7
O autoacalanto de Benjamin
F7M                    G7
Que é, por enquanto, caçula de mim
     Em7
É um deslumbramento
     D#º                   Dm7(9)    G7(13)
Ele emula o canto de um querubim, curumim

C6(9)                       Em7
O que é mesmo que isso me ensina?
F7M                      G7
Um ser que a si mesmo se nina
     Gm7
É um quase lamento
     C7(9)
Já é nota de tom
      F7M            Fm6  
E tem cor de jasmim
Em7      A7(9)          Dm7(9)   G7(13)    C7M(9)
Eu nunca tinha visto nada       assim",3895,Avançado
36,Avarandado,"{'F#7(b9)', 'A°', 'Am7', 'B7(9)', 'G#7(b13)', 'D7(9)', 'Bm7', 'C#m7', 'D#m7(b5)', 'Bm7(11)', 'F7(9)', 'D#m7', 'Bb7M', 'G7', 'A6', 'E7(9)', 'G#7', 'Gm6', 'F7M', 'E7/9', 'A7M', 'E7(b9)'}","  
A7M     A6         Bm7  E7(9)
Cada palmeira na estrada
               A°   A7M  A6
tem uma moça recostada
                D#m7  G#7
uma é minha namorada 
         C#m7      E7/9  A7M  Am7
e essa estrada vai dar no mar
               D7(9)  G7
Cada palma enluarada
                        Gm6
tem que estar quieta, parada
F7(9)                  Bb7M  E7(9)
qualquer canção, quase na -  da
      Am7            Bm7(11)  E7(b9)
vai fazer o sol levantar
      Am7          Bm7(11)  E7(b9)
vai fazer o dia nascer
A7M               Bm7
Namorando a madrugada
E7(9)          A°   A7M  A6
eu e minha namora - da
                  D#m7(b5)  G#7(b13)
vamos andando na estrada 
        C#m7
que vai dar     
   F#7(b9)  Bm7     E7(b9)   C#m7
no avaran - dado do amanhe - cer
    F#7(b9) Bm7     E7(b9)   C#m7
no avaran - dado do amanhe - cer
   F#7(b9)  B7(9)   E7(9)    F7M   A7M
no avaran - dado do amanhe - cer
",27952,Intermediário
37,Ave Maria,"{'C', 'E7', 'F', 'Am7', 'Bb', 'E5+/7', 'G7', 'Gm7', 'Em7'}","[Intro]  C  Gm7  C  Gm7

C Gm7   C    Gm7
Ave   Maria, ave 
C  Gm7 C      Gm7
Gratia plena, ave
C Bb Am7 Em7
Dominus  tecum 
F G7    C      Gm7
Dominus tecum, tecum 

C Gm7 C     Gm7
Bene  dicta tu
C  Gm7 C       Gm7
In mulieribus, tu 
C Bb Am7   Em7
Benedictus frutus 
F       G7  C     Gm7
Ventris tui Jesu, Jesu 

Am7 E7  Am7 Em7
Sancta  Maria 
         Am7 E7    Am7  E5+/7
Sancta Maria Mater Dei 
Am7  E7  Am7  Em7
Ora pro  nobis 
         Am7   Gm7  C      Gm7    C Gm7
Ora, pro nobis peccatoribus

C  Gm7     C      Gm7
Nunc et in hora, hora 
C   Gm7    C     Gm7
Nunc et in hora, hora 
C Bb  Am7    Em7
Hora  Mortis nostrae
F  G7   C     Gm7
Nostrae Amém, Amém
C     Gm7
Amém, Amém",3943,Básico
38,Ay Amor,"{'Cm7/9', 'Am6', 'Dm7/9', 'G7/4', 'Em7', 'G#7/5-', 'G7/5+', 'A#º', 'C6/9', 'G7/9', 'D#º', 'Dm7', 'Dm6', 'G#m6', 'G7', 'G6/9', 'C7M/9', 'Fm6', 'Fm7', 'Eº'}"," Cm7/9           Fm7    G7            Cm7/9
Amor, yo sé que quieres llevarte mi ilusión.
 Cm7/9           Fm7           G#7/5-      G7/5+ G7
Amor, yo sé que puedes también llevarte mi al----ma.
      C7M/9  G6/9              Am6  G#m6 Am6
Pero, ay amor, si te llevas mi alma,
           Dm7/9  Dm6
llévate de mí
G7/9          C7M/9  G6/9
 también el dolor,
Em7         Eº               Dm7  Dm7/9
lleva en tí   todo mi desconsuelo
     A#º  Am6             G6/9  G7/4 G7/9
y también mi canción de sufrir.


C7M/9  G6/9             Am6  G#m6 Am6
Ay amor, si me dejas la vida,
           Dm7/9  Dm6
déjame también
   G7/9    C7M/9  G6/9
el alma sentir;
Em7          D#º            Dm7  Dm7/9
si sólo queda en mi dolor y vida,
    Fm6                G6/9
ay amor, no me dejes vivir.



C7M/9  G6/9             Am6  G#m6 Am6
Ay amor, si me dejas la vida,
           Dm7/9  Dm6
déjame también
   G7/9    C7M/9  G6/9
el alma sentir;
Em7          D#º            Dm7  Dm7/9
si sólo queda en mi dolor y vida,
    Am6        Fm6      C6/9
ay amor, no me dejes vivir.



G6/9     3x223x
G7/9     xx5465",22335,Intermediário
39,Baby,"{'A7', 'A7(13-)', 'G', 'D', 'Bm', 'Em7'}","  D   G                    D  
Você   precisa saber da piscina, da  
     G            D            G    
Margarina, da Carolina, da gasolina   
  D   G                 D   G  
Você   precisa saber de mim   
D     Bm   Em7            A7(13-)  
Baby, baby, eu sei que é assim  
D     Bm   Em7            A7(13-)  
Baby, baby, eu sei que é assim  

  D   G                    D  
Você   precisa tomar um sorvete  
         G               D  
Na lanchonete, andar com gente  
          G   
Me ver de perto  
  D    G                   D    G  
Ouvir   aquela canção do Roberto   
D     Bm   Em7        A7    
Baby, baby, há quanto tempo  
D     Bm   Em7        A7(13-)   
Baby, baby, há quanto tempo   
  
  D   G                   D   G  
Você   precisa aprender inglês   
                          D  
Precisa aprender o que eu sei  
               G  
E o que eu não sei mais  
               D        G   
E o que eu não sei mais    
    D   G                 D   G  
Não sei, comigo vai tudo azul   
                    D   G  
Contigo vai tudo em paz   
                    D  
Vivemos na melhor cidade  
    G  
Da América do Sul  
    D             
Da América do Sul  
        G             D   G  
Você precisa, você precisa   
    D   G                D   G  
Não sei, leia na minha camisa   
D     Bm   Em7     A7(13-)   
Baby, baby, I love you  
D     Bm   Em7     A7  
Baby, baby, I love you",157471,Básico
40,Baião Atemporal,"{'A7', 'C', 'E7', 'D7', 'G', 'B7', 'F#7'}","Intro: A7
 

A7                B7      A7    B7
No último pau de arara de ira...rá
E7               D7   G   A7
Um da família Santana viajará
A7                B7      A7    B7
No último pau de arara de ira...rá
E7               D7   G   A7
Um da família Santana viajará
C            D7          F#7
Levará uma semana até chegar
G
Junto com mais dois ou três outros cabras que
        B7
Estarão lá
E7                D7      G     A7
No último pau de arara de ira...rá
                 B7           A7    B7
Se essa viagem comprida fosse um cordel
E7        D7       G      A7
Seria boa saída acabar no céu
                 B7           A7    B7
Se essa viagem comprida fosse um cordel
E7        D7       G      A7
Seria boa saída acabar no céu
C                        D7                F#7
Só que este conto que eu canto é pra lá de zen
G
Não tem sentido, não serve pra nada e é
        B7
Pra ninguém
E7                  D7          G     A7
Pra ninguém botar defeito e não ter porém
                    B7     A7     B7
Basta pensar que irará poderá não ser
E7                      D7        G      A7
Que os paus de arara de lá já não tem porque
                    B7     A7     B7
Basta pensar que irará poderá não ser
E7                      D7        G      A7
Que os paus de arara de lá já não tem porque
C                   D7           F#7
Porque os tempos passaram e passarão
G                                          B7
Tudo que começa acaba e outros cabras seguirão
E7               D7         G     A7
Cruzando o atemporal do tal (Tao) do baião
E7               D7         G     A7
Cruzando o atemporal do tal (Tao) do baião",16927,Básico
41,Baião da Penha,"{'G7', 'G', 'A7', 'D7(9)'}","D7(9)
Demonstrando a minha fé
Vou subir a Penha a pé
      G7           D7(9)
Pra fazer uma oração
                G
Vou pedir à padroeira
                D7(9)
Numa prece verdadeira
       A7           D7(9)
Que proteja o meu baião

Nossa Senhora da Penha

Minha voz talvez não tenha
   G7               D7(9)
O poder de te exaltar
                     G7
Mas dê benção , padroeira
                    D7(9)
Pra essa gente brasileira
          A7             D7(9)          
Que quer paz pra trabalhar
        G     
Penha, Penha
D7(9)    A7            D7(9)
Eu vim aqui me ajoelhar
         G7
Venha, venha
D7(9)     A7          D7(9)
Trazer paz para o meu lar",20408,Básico
42,Base de Guantánamo,"{'Dm7(9)', 'Am', 'D7(9)'}","  Am  
O fato dos americanos
                    D7(9)
Desrespeitarem os direitos humanos em solo cubano
             Dm7(9)
É por demais forte, simbolicamente
                  Am
Para eu não me abalar

              Am
A base de Guantánamo
          D7(9)
A base da baía de Guantánamo
          Dm7(9)
A base de Guantánamo
    Am
Guantánamo

              Am
A base de Guantánamo
          D7(9)
A base da baía de Guantánamo
          Dm7(9)
A base de Guantánamo
    Am
Guantánamo

              Am
A base de Guantánamo
          D7(9)
A base da baía de Guantánamo
          Dm7(9)
A base de Guantánamo
    Am
Guantánamo

  Am  
O fato dos americanos
                    D7(9)
Desrespeitarem os direitos humanos em solo cubano
             Dm7(9)
É por demais forte, simbolicamente
                  Am
Para eu não me abalar

              Am
A base de Guantánamo
          D7(9)
A base da baía de Guantánamo
          Dm7(9)
A base de Guantánamo
    Am
Guantánamo

              Am
A base de Guantánamo
          D7(9)
A base da baía de Guantánamo
          Dm7(9)
A base de Guantánamo
    Am
Guantánamo

              Am
A base de Guantánamo
          D7(9)
A base da baía de Guantánamo
          Dm7(9)
A base de Guantánamo
    Am
Guantánamo",460,Intermediário
43,Be Kind To Your Parents,"{'C', 'C7', 'G', 'F', 'C7/G', 'A', 'Bb', 'G7', 'B'}","Intro: B C
F
Be kind to your parents
C7/G
Although they don't deserve it
Remember that grownups is
F
A difficult stage of life.
F
They're apt to be nervous
C7/G
And overexcited
                                   F
Confused by the daily storm and strife
G / A / Bb
Just keep in mind
F  
Though it seems hard, I know
G7                                    C7
Most parents once were children long ago 
    Bb
Incredible!
F
So treat them with patience
C7/G
And kind understanding
                                     F
In spite of the foolish things they do
Bb                   F            G7            C7 (Bb) F
Some day you might wake up, and find you're a parent too!",3308,Básico
44,Beleza Pura,"{'A7', 'C', 'Cm', 'D7', 'Am', 'E', 'Bm', 'G7', 'Dm'}","
Intro: C  Am  Dm   G7

 Am              Dm
não me amarra dinheiro não
G7       C
mas formosura
Am       Dm
dinheiro não
G7        C
a pele escura
Am        Dm
dinheiro não
G7        C
a carne dura
Am    Dm  G7
dinheiro não
C            Am        Dm
moça preta do curuçu, curuzu
G7        C
beleza pura
Am   Dm
federação
G7       C
beleza pura
Am      Dm
boca do rio
G7      C
beleza pura
Am    Dm  G7
dinheiro não
Bm
quando essa preta começar a tratar
E
do cabelo
Bm
é de se olhar
toda a trama da trança a transa
E
do cabelo
Bm
conchas do mar
ela manda buscar pra botar
E
no cabelo
 A7
toda minúcia
D7       G7
toda delícia
C         Am          Dm
não me amarra dinheiro não

G7 C  Am Dm G7
 mas elegância
 C     Am            Dm
não me amarra dinheiro não
G7        C
mas a cultura
Am       Dm
dinheiro não
G7       C
a carne dura
Am    Dm G7
dinheiro não
C     Am        Dm
moço lindo do badaué
G7      C
beleza pura
Am       Dm
do ilê aiyê
G7      C
beleza pura
Am        Dm
dinheiro yeah
G7       C
beleza pura
Am      Dm G7
dinheiro não
Bm
dentro daquele turbante do filho
E
de ghandi
Bm
é o que há
tudo é chique demais
E
tudo é muito elegante
 Bm
manda botar
fina palha da costa e que tudo
E
se transe
A7
todos os búzios
D7         G7
todos os ócios
C
não me amarra
Am        Dm
dinheiro não

G7          C
mas os mistérios
C            Am         Dm
não me amarra dinheiro não
G7       C
beleza pura
Am        Cm
dinheiro não",163360,Básico
45,Bem Devagar,"{'A7', 'C', 'F7+', 'Dm7', 'Bb7/9', 'G', 'D7/9', 'Em', 'C7+', 'Am', 'Fm6', 'Eb7+', 'Am7', 'C7/9-', 'F#dim', 'G7', 'Gm7', 'Dm'}","Intro: C Am Dm G

      C7+   Am7
Sem correr
      Dm7       G7
Bem devagar
        C7+     Am      Gm7     C7/9-
A felicidade voltou pra mim
        F7+   F#dim
Sem perceber
        G7
sem suspeitar
        A7      D7/9    G7
O meu coração deixou você surgir
        C7+     Am7
E como o despertar
        Dm7     G7      A7
depois de um sonho mau
        Dm7     G7      Gm7     C7/9-
Eu vi o amor surgindo em seu olhar
        F7+     Fm6     Em      A7
E a beleza da ternura de sentir você
        Dm7
Chegou sem correr
G7      C7+     C7/9-
Bem devagar
        F7+     Fm6
Amor velho que se perde
        Em      C7/9-
Sai correndo para outro ninho
        Fm6     Bb7/9
Amor novo que se ganha
        Eb7+    Dm7     G7
Vem sem pressa, vem mansinho",6690,Básico
46,Billie Jean,"{'G7M', 'Bm7/9/F#', 'Bbº', 'Bº', 'Bm7/9', 'Em7'}","Intro Bm7/9  Bm7/9/F#  Bm7/9

Bm7/9
She was more like a beauty queen from a movie scene
Bm7/9
I said don`t mind but what do you mean,
Bm7/9     Em7
I am the one 
                                  Bm7/9
Who will dance on the floor in the round?  
Bm7/9            Em7
She said I am the one
                                  Bm7/9
Who will dance on the floor in the round?             
Bm7/9
She told me her name was Billie Jean as she caused a scene.
Bm7/9
Then ev`ry head turned with eyes that dreamed
Bm7/9         Em7
Of being the one,
Em7                                  Bm7/9
Who will dance on the floor in the round

Em7                      Bm7/9
People always told me, be careful what you do.
          Em7                               Bm7/9
And don`t go around breaking young girls' hearts
    Em7                            Bm7/9
And mother always told me, be careful who you love,
      Em7                              Bbº
And be careful what you do, `cause the lie becomes the truth, hey

{start_of_chorus}
Bm7/9
Billie Jean is not my lover,
Bm7/9                                    Em7
She's just a girl who claims that I am the one
Em7                   Bm7/9
But the kid is not my son
Bm7/9             Em7
She says I am the one,
Em7                    Bm7/9
But the kid is not my son  
{end_of_chorus}

For forty days and forty nights, law was on her side
But who can stand when she`s in demand,
Her scemes and plans
`Cause we danced on the floor in the round.
So take my strong advice: Just remember to always think twice

She told my baby we danced till three, and she looked at me,
Then showed a photo. My baby cried.
His eyes were like mine.
Can we dance on the floor in the round?

Em7                      Bm7/9
People always told me, be careful what you do.
          Em7                               Bm7/9
And don`t go around breaking young girls' hearts
Em7                                        Bm7/9
But you came and stood right by me, just a smell of sweet perfume.
     Em7                             Bbº
This happened much too soon. She called me to her room, hey

{c:repeat chorus}


G7M         Bº             Bm7/9
Ah, look at all the lonely people
G7M         Bº             Bm7/9
Ah, look at all the lonely people...",85825,Básico
47,Billie Jean Eleanor Rigby,"{'Em9', 'Bm9', 'E7', 'Gmaj7'}","Em9    020032
Gmaj7  3x443x
F#aug7 2x233x
E7     02010x

[Note] Sounds even better if you alternate the bass with your thumb on the E and A strings, bossa nova style.

[Verse 1]
Bm9
She was more like a beauty queen from a movie screen
N.C
I said don't mind but what do you mean
           Em9
I am the one
                            Bm9
Who will dance on the floor in the round
                   Em9
She said I am the one
                                   Bm9
Who will dance on the floor in the round
N.C
She told me her name was Billie Jean as she caused a scene
N.C
Then every head turned
                                    Em9
With eyes that dreamed of being the one
                            Bm9
Who will dance on the floor in the round

[Pre-chorus]
Em9                           Bm9
People always told me: Be careful what you do
Em9                                    Bm9
Don't go around breaking young girl's hearts
    Em9                       Bm9
And mother always told me: Be careful of who you love
   Gmaj7
Be careful of what you do
          F#aug7
Cause the lie becomes the truth

[Chorus]
Bm9
   Billie Jean is not my lover
N.C                                          Em9
She's just a girl who claims that I am the one
                       Bm9
But the kid is not my son
                  Em9
She says I am the one
                      Bm9
But the kid is not my son

[Verse 2]
Bm9
   For forty days and forty nights the law was on her side
                                                       Em9
But who can stand when she's in demand her schemes and plans
                      Bm9
On the floor in the round
                     Em9
So take my strong advice
                               Bm9
Just remember to always think twice (Do think twice)
Bm9
   She told my baby best of three as she looked at me
                                                     Em9
And showed a photo of a baby cry, his eyes were like mine
                   Bm9
Danced on the floor in the round

[Pre-chorus]
    Em9                               Bm9
Yes people always told me: be careful what you do
      Em9                             Bm9
Don't go around breaking young girl's hearts
    Em9                                 Bm9
She came and stood right by me then the smell of sweet perfume
       Gmaj7
That happened much too soon
      F#aug7
She called me to her room

[Chorus]
Bm9
   Billie Jean is not my lover
N.C                                          Em9
She's just a girl who claims that I am the one
                       Bm9
But the kid is not my son
Bm9
   Billie Jean is not my lover
N.C                                          Em9
She's just a girl who claims that I am the one
                       Bm9
But the kid is not my son

[Bass note transition: B A]

[Outro]
Gmaj7     E7             Bm9
I look at all the lonely people
[Bass note: B A]
Gmaj7     E7             Bm9
I look at all the lonely people
[Bass note: B A]
Gmaj7     E7             Bm9
I look at all the lonely people
[Bass note: B A]
Gmaj7     E7             Bm9
I look at all the lonely people",755,Intermediário
48,Blues,"{'Eb7(9)', 'C7', 'Bb7', 'F7(9)'}","C7           F7(9)          C7  F7(9)
   Tem muito azul em torno dele 
C7         F7(9)       C7  F7(9)
   Azul no céu azul no mar
C7          Eb7(9)         F7(9)  Eb7(9)
   Azul no sangue à flor da pele
F7(9)          Eb7(9)      F7(9)  Eb7(9)  Bb7
      Os pés de lótus de Krishna

C7           F7(9)          C7  F7(9)
   Tem muito azul em torno dela
C7         F7(9)       C7  F7(9)
   Azul no céu azul no mar
C7          Eb7(9)         F7(9)  Eb7(9)
   Azul no sangue à flor da pele
F7(9)          Eb7(9)      F7(9)  Eb7(9) Bb7
      As mãos de rosa de Iemanjá

C7           F7(9)          C7  F7(9)
   O pé da Índia a mão da África
C7         F7(9)        C7  F7(9)
   O pé no céu a mão no mar

[Final] C7  F7(9) C7  F7(9)",1778,Avançado
49,Boas-Vindas,"{'A#m', 'A#m7', 'C7', 'F7', 'D#m', 'G#', 'Fm7', 'Am7', 'D#m7', 'C#', 'C#7', 'Gm', 'G#m7', 'D#7', 'F#', 'Gm7', 'C#/D#', 'G#m'}","[Intro] A#m  D#7  G# A#m  D#7  G# 

G#        C#
Sua mãe e eu
D#7          G#
Seu irmão e eu
    A#m     D#7    G#   A#m D#7 G#
E a mãe do seu irmão
G#        C#
Meus irmãos e eu
D#7          G#
Minha mãe e eu
     A#m     D#7    G#   A#m D#7 G#
E os pais da sua mãe
    A#m7     D#7    Gm7  C7  Fm7    
E a irmã da sua mãe
     Gm       C7    Fm7
Lhe damos as boas-vindas
    D#m7       G#m7    C#7 
Boas-vindas, boas-vindas 
      F7     A#m7     A#m7  Am7  G#m7
Venha conhecer a vida
   C#7           F#    D#m7 G#m7
Eu digo que ela é gostosa
      C#7          F#
Tem o sol e tem a lua
      D#m7           G#m
Tem o medo e tem a rosa
   C#7               F#   D#m7 G#m7
Eu digo que ela é gostosa
      C#7             F#
Tem a noite e tem o dia
      D#m         G#m7
A poesia e tem a prosa
  C#7                F#   D#m7 G#m7
Eu digo que ela é gostosa
      C#7             F#
Tem a morte e tem o amor
        D#m           G#m7
E tem o mote e tem a glosa
    C#7                F#
Eu digo que ela é gostosa
   C#/D#      D#7     G#
Eu digo que ela é gostosa
G#        C#
Sua mãe e eu
D#7         G#
Seu irmão e eu
    A#m7     D#7    G#   A#m7  D#7  G#
E o irmão da sua mãe
     A#m7     D#7    Gm7  C7  Fm7    
E a irmã da sua mãe
     Gm       C7    Fm7
Lhe damos as boas-vindas
     D#m7     G#m7    C#7* 
Boas-vindas, boas-vindas 
      F7     A#m7     A#m7  Am7  G#m7
Venha conhecer a vida
    C#7                F#    D#m7 G#m7
Eu digo que ela é gostosa
     C#7          F#
Tem o sol e tem a lua
      D#m7           G#m
Tem o medo e tem a rosa
   C#7                 F#   D#m7 G#m7
Eu digo que ela é gostosa
      C#7             F#
Tem a noite e tem o dia
      D#m         G#m7
A poesia e tem a prosa
 C#7                 F#   D#m7 G#m7
Eu digo que ela é gostosa
      C#7             F#
Tem a morte e tem o amor
        D#m           G#m7
E tem o mote e tem a glosa
    C#7                F#
Eu digo que ela é gostosa
      D#7        G#
Eu digo que ela é gostosa
G#        C#
Sua mãe e eu
D#7         G#
Seu irmão e eu
    A#m     D#7   G#   
E a mãe do seu irmão

[Final] A#m  D#7  G# A#m  D#7  G#",21135,Básico
50,"Bobagens, Meu Filho, Bobagens","{'B7(9)', 'A6', 'B/A', 'Em6', 'Em', 'C7(9)', 'E4', 'E4(7/9)', 'D7(9)', 'F7(9)', 'F#7', 'C#m7', 'D#7M', 'D7M', 'G6', 'G7', 'E7(9)'}","E7(9)          C7(9)        Em6
Senti no seu olhar tanto prazer
D7M                      B7(9)
Posso esperar tudo com você
E7(9)         C7(9)       Em6
E olha que te vi de passagem
Em6                       B7(9)    Em  E4  Em
Mas pensei: forte broto na cidade
E7(9)                C7(9)           Em6
Só sei que estava pronto pra te encontrar
D7M                         B7(9)
Passei do ponto de querer voltar
E7(9)  C7(9)     Em6
Dessa bárbara viagem
Em6              B7(9)    E4(7/9)  E7(9)  E4(7/9)  E7(9)
Bateu paixão radical sem margem
      D7M
Então vem
G7                C#m7
Sorri porque nós dois
                  F#7
Estamos só de passagem
D7M     G7           E4(7/9)  D#7M
Pelas cidades desse mundo
      D7M
Então vem
           G7
Vem e me ama
          A6          B/A
Por uns momentos profundos
      D7(9)
E o resto?
F7(9)                  A6    G6   A6
Bobagens, meu filho, bobagens
G6
Bobagens, meu filho, bobagens
A6             G6   A6  G6    
Tolices, criancices

[Final] E4(7/9)",1410,
