,title,chords,lyric,views,difficulty
305,O Samba e o Tango,"{'F#7(b13)', 'E7', 'Bm7(11)', 'Am', 'E7(#9)', 'A7(13)', 'D7+', 'Bm7', 'A7(b13)', 'Dm6', 'C#m7', 'A7+', 'Cº', 'A6', 'F#7(13)', 'E7(9)', 'Em7'}","Introdução: ( Am  E7(#9) ) 

         Am  E7(#9)      Am
Chegou a hora, chegou chegou 
                            Bm7(11)   E7
meu corpo treme e ginga qual pandeiro 
       Bm7(11)  E7        Bm7(11) E7
a hora é boa e o samba começou 
 Bm7(11)        E7           Am   E7(#9)
e fêz convite ao tango pra parceiro.   
         Am  E7(#9)      Am
Chegou a hora, chegou chegou 
                            Bm7(11)   E7
meu corpo treme e ginga qual pandeiro 
       Bm7(11)  E7        Bm7(11) E7
a hora é boa e o samba começou 
 Bm7(11)        E7           Am   E7(9)
e fêz convite ao tango pra parceiro. 
 
 A7+         E7(9)          A7+
""Hombre yo no sé porque te quiero 
      E7(9)         A7+          Cº       Bm7    E7(9)
yo te tengo amor sincero diz a muchacha do prata 
Bm7      E7(9)      Bm7         E7(9)         Bm7
péro no Brasil é diferente yo te quiero simplesmente 
     E7(9)      A7+   E7(9)
teu amor me desacata. 
A7+      E7(9)          A7+
Habla castellano num fandango 
   A6          Em7      A7(13)  A7(b13)       D7+
argentino canta tango ora lento,     ora      ligeiro 
             Dm6              C#m7
e eu canto e danço sempre que possa 
     F#7(13)   F#7(b13)   Bm7
um sambinha   cheio de     bossa 
      E7(9)     Am
sou do Rio de Janeiro.",21612,Básico
306,O Seu Amor,"{'A7', 'C', 'C7', 'D7', 'Bb7', 'G', 'F', 'A', 'D', 'Bb', 'G7'}","[Intro] C  G

C       G7
O seu amor
C7      D7     A7        D
Ame-o e deixe-o livre para amar
 A7         Bb
Livre para amar
 C          F    
Livre para amar
C      G7
O seu amor
C7      D7      A         D
Ame-o e deixe-o ir aonde quiser
A         Bb7
Ir aonde quiser
C          F      
Ir aonde quiser
C       G7
O seu amor
C7      D7      G7
Ame-o e deixe-o brincar
C7      D7      G7
Ame-o e deixe-o correr
C7      D7      G7
Ame-o e deixe-o cansar
C7      D7      G7
Ame-o e deixe-o dormir em paz
C       G7
O seu amor
C7      D7       A          D
Ame-o e deixe-o ser o que ele é
A         Bb7
Ser o que ele é
C          F 
Ser o que ele é",9797,
307,O Último Romântico,"{'Am7', 'C7M/B', 'F#m', 'E7', 'E', 'F#7', 'C#m7M', 'C#m7', 'C#7', 'D7M', 'C/G', 'Am', 'B7', 'D/E', 'C#m', 'D#m7(5-)', 'G#m', 'G#7', 'C', 'F#m7', 'E/B', 'A'}","[Intro] E  Am  E/B  Am  E  
        G#m  C#m  C/G  Am

   E          G#m           C#m  G#m
Faltava abandonar a velha escola
   E         D#m7(5-)  G#7  C#m  D/E  E7
Tomar o mundo feito  coca-co___la
  F#m          C#7           F#m         C#7
Fazer da minha vida sempre o meu passeio público
     F#m         D7M        D#m7(5-)       G#7    E  Am  E/B  Am
E ao mesmo tempo fazer dela o meu caminho só, único

    E            G#m      C#m     G#m
Talvez eu seja o último romântico
    E            D#m7(5-)  G#7   C#7   D/E  E7
Dos litorais deste Oce___ano Atlântico

F#m      C#7        F#m          C#7
Só falta reunir a zona norte à zona sul
 F#m       D7M         D#m7(5-)         G#7
Iluminar a vida já que a morte cai do azul

   C#m        C#m7M
Só falta te querer
     C#m7         F#7
Te ganhar e te perder
F#m7
Falta eu acordar
         D#m7(5-)              G#7
Ser gente grande pra poder chorar

         F#m    E  B7
Me dá um beijo, então
       E  G#m  A
Aperta minha mão
F#m      G#7        C#m           C#7
   Tolice é viver a vida assim sem aventura
F#m   E  B7
Dei___xa ser
     E    G#7   A
Pelo co___ra___ção
        F#m  E    B7             C/G       Am7  C7M/B  C 
Se é loucu___ra então melhor não ter razão
     C#m        C#m7M
Só falta te querer
     C#m7         F#7
Te ganhar e te perder
F#m7
Falta eu acordar
         D#m7(5-)              G#7
Ser gente grande pra poder chorar

         F#m    E  B7
Me dá um beijo, então
       E  G#m  A
Aperta minha mão
F#m      G#7        C#m           C#7
   Tolice é viver a vida assim sem aventura
F#m   E  B7
Dei___xa ser
     E    G#7   A
Pelo co___ra___ção
        F#m  E    B7             C/G       Am7  C  E
Se é loucu___ra então melhor não ter razão",31445,Intermediário
308,Oba - Lá - Lá / Bim Bom (Pot-Pourri),"{'A#m6', 'Gb7/b5', 'Bb7/9', 'Bb7', 'Am7', 'Fm7/9', 'Em7', 'A7', 'E7/b9', 'C#m6', 'D#dim', 'A7/b5', 'Bm7', 'C6/9', 'Dm7', 'C7/6/G', 'F#dim', 'G7', 'Bm7/b5', 'Eb7M/9', 'C7', 'Gm7/11', 'Fm7'}","Tom: C
(intro) C6/9


Dm7    Bm7/b5 E7/b9
E amor,
 Am7           F#dim   D#dim
o hó-bá-lá-lá,
Dm7         G7
hó-bá-lá-lá
       C6/9  A#m6
uma canção,

Dm7        Bm7/b5  E7/b9
Quem ouvir
  Am7         F#dim  D#dim
o hó-bá-lá-lá,
Dm7     G7
terá feliz
        Gm7/11  Gb7/b5
 o coração

         Fm7      Bb7/9
O amor encontrará
        Eb7M/9       C#m6 C7
ouvindo esta canção
         Fm7        Bb7
 alguém compreenderá
         Em7   A7/b5  A7
 seu coração

      Dm7  Bm7/b5 E7/b9
Vem ouvir,
   Am7          F#dim  D#dim
 o hó-bá-lá-lá,
 Dm7         G7
hó-bá-lá-lá
        C6/9
esta canção.

Dm7 G7  Dm7     G7
Bim bom bim bim bom
Dm7 G7  Dm7     G7  C6/9
Bim bom bim bim bom bim bom
Dm7 G7  Dm7     G7
Bim bom bim bim bom bom
Dm7 G7 Dm7      G7  Bm7     E7/b9
Bim bom bim bim bom bim bim

Am7            Bm7   E7/b9  Am7
É só isso o meu baião
               Bm7   E7/b9 Am7
E nao tem mais nada não
          A7         Dm7    G7
O meu coração pediu assim, só

Dm7 G7  Dm7     G7
Bim bom bim bim bom
Dm7 G7  Dm7     G7  C6/9
Bim bom bim bim bom bim bom
Dm7 G7  Dm7     G7
Bim bom bim bim bom bom
Dm7 G7 Dm7      G7  Bm7     E7/b9  Am7
Bim bom bim bim bom bim bim

            Bm7   E7/b9  Am7
É só isso o meu baião
               Bm7   E7/b9 Am7
E nao tem mais nada não
          A7         Dm7
O meu coração pediu assim,
       Fm7/9                  C7/6/G  C6/9   C7/6/G
Só bim, bom, bim, bom, bim, bim",4135,Básico
309,Oceano,"{'A#°', 'G7M', 'Am7', 'Em7(5-)', 'A7', 'A7(13-)', 'D7(9)', 'Bm7', 'D', 'Bm7M', 'Dm7', 'A7(13)', 'Bm7(13)', 'Bb7M', 'Bm', 'Gm7', 'E7(9)', 'C7', 'F#m7', 'C7(9)', 'E°7', 'C7M', 'F7M', 'B7(9-)'}","D       G7M                 A7
  Assim    que o dia amanheceu
       A#°         Bm    Bm7M
Lá no mar alto da paixão
Bm7         Bm7(13)        Am7   D7(9)
  Dava pra ver  o tempo ruir
Gm7       C7(9)       F#m7
  Cadê você, que solidão
B7(9-)      E7(9)    A7(13)
      Esquecera  de mim

D       G7M                   A7
  Enfim,   de tudo que há na terra
        A#°             Bm     Bm7M
Não há nada em  lugar  nenhum
Bm7           Bm7(13)    Am7        D7(9)
  Que vá crescer  sem você  chegar
Gm7         C7(9)       F#m7
  Longe de ti   tudo parou
B7(9-)     E7(9)             A7(13)
  Ninguém sabe o que eu  sofri

Refrão:
Dm7          C7                F7M   Em7(5-) A7(13-)
Amar é um deserto e  seus  temores
 Dm7               C7          F7M
Vida que vai  na sela dessas dores
     Gm7     Am7      Bb7M       Em7(5-)  A7(13-)
Não sabe voltar,  me dá   teu calor

 Dm7               C7                 F7M   Em7(5-) A7(13-)
Vem me fazer feliz    porque eu  te amo
 Dm7              C7          F7M
Você deságua em mim   e eu oceano
       Gm7       Am7      Bb7M     E°7  A7(13-)
Me esqueço que amar  é  quase uma dor

 D    F7M    G7M  C7M    D   F7M  G7M   C7M   D
Só   sei    vi___ver  se  for  por   vo__cê",54851,Intermediário
310,Odara,"{'Bm7(9)', 'Em7(9)', 'Am7', 'D7(9)', 'C7M', 'E7(9-)', 'C#m7', 'Em7'}","[Intro] Em7

[Primeira Parte]

 Am7             D7(9)     
Deixa eu dançar 
                 Em7(9)
Pro meu corpo ficar odara
 Am7       D7(9) 
Minha cara 
              Em7(9)
Minha cuca ficar odara
 Am7            D7(9) 
Deixa eu cantar 
                   C#m7
Que é pro mundo ficar odara
C7M                 Bm7(9)
    Pra ficar tudo jóia rara
E7(9-)     
       Qualquer coisa 
     Am7
Que se sonhara
D7(9)                   Em7(9)
     Canto e danço que dara

 Am7             D7(9)     
Deixa eu dançar 
                 Em7(9)
Pro meu corpo ficar odara
 Am7       D7(9) 
Minha cara 
              Em7(9)
Minha cuca ficar odara
 Am7            D7(9) 
Deixa eu cantar 
                   C#m7
Que é pro mundo ficar odara
C7M                 Bm7(9)
    Pra ficar tudo jóia rara
E7(9-)     
       Qualquer coisa 
     Am7
Que se sonhara
D7(9)                   Em7(9)
     Canto e danço que dara

 Am7             D7(9)     
Deixa eu dançar 
                 Em7(9)
Pro meu corpo ficar odara
 Am7       D7(9) 
Minha cara 
              Em7(9)
Minha cuca ficar odara
 Am7            D7(9) 
Deixa eu cantar 
                   C#m7
Que é pro mundo ficar odara
C7M                 Bm7(9)
    Pra ficar tudo jóia rara
E7(9-)     
       Qualquer coisa 
     Am7
Que se sonhara
D7(9)                   Em7(9)
     Canto e danço que dara

 Am7             D7(9)     
Deixa eu dançar 
                 Em7(9)
Pro meu corpo ficar odara
 Am7       D7(9) 
Minha cara 
              Em7(9)
Minha cuca ficar odara
 Am7            D7(9) 
Deixa eu cantar 
                   C#m7
Que é pro mundo ficar odara
C7M                 Bm7(9)
    Pra ficar tudo jóia rara
E7(9-)     
       Qualquer coisa 
     Am7
Que se sonhara
D7(9)                   Em7(9)
     Canto e danço que dara

 Am7             D7(9)     
Deixa eu dançar 
                 Em7(9)
Pro meu corpo ficar odara
 Am7       D7(9) 
Minha cara 
              Em7(9)
Minha cuca ficar odara
 Am7            D7(9) 
Deixa eu cantar 
                   C#m7
Que é pro mundo ficar odara
C7M                 Bm7(9)
    Pra ficar tudo jóia rara
E7(9-)     
       Qualquer coisa 
     Am7
Que se sonhara
D7(9)                   Em7(9)
     Canto e danço que dara

 Am7             D7(9)     
Deixa eu dançar 
                 Em7(9)
Pro meu corpo ficar odara
 Am7       D7(9) 
Minha cara 
              Em7(9)
Minha cuca ficar odara
 Am7            D7(9) 
Deixa eu cantar 
                   C#m7
Que é pro mundo ficar odara
C7M                 Bm7(9)
    Pra ficar tudo jóia rara
E7(9-)     
       Qualquer coisa 
     Am7
Que se sonhara
D7(9)                   Em7(9)
     Canto e danço que dara",347703,Básico
311,Odeio,"{'C#m', 'E', 'A', 'D', 'F#/A#', 'B'}","[Primeira Parte]

 E                   C#m
Veio um golfinho do meio do mar roxo
 E                 D 
Veio sorrindo pra mim
 E               C#m                                     
Hoje o sol veio vermelho como um rosto
 E                 D
Vênus diamante jasmim
          A                 B
Veio em fim o e-mail de alguém 

 E                 C#m                
Veio a maior cornucópia de mulheres 
 E               D
Todas mucosas pra mim
  E                  C#m               
O mar se abriu pelo meio dos prazeres 
 E                  D
Dunas de ouro e marfim

[Pré-Refrão]

               A                   B
Foi assim é assim mas assim é de mais também

[Refrão]

E      C#m                
Odeio você      
A     F#/A#
Odeio você        
E     C#m 
Odeio você
 A      D       E
Ode......e.......io

[Segunda Parte]

 E                   C#m      
Veio um garoto do arraial do cabo 
 E               D 
Belo como um serafim
E                     C#m           
Forte feliz feito um deus feito um diabo
 E                D
Veio dizendo que sim 
        A                   B 
Só eu velho sou feio e ninguém... 
 E                   C#m            E                 D
Veio e não veio quem eu desejaria se dependesse de mim
 E                      C#m             E              D             
São Paulo em cheio nas luzes da Bahia tudo de bom e ruim

[Pré-Refrão]

               A                B       
Era o fim é o fim mais o fim é demais também

[Refrão]

 E      C#m    A       F#/A# E      C#m
Odeio você   odeio  você   odeio você
A           D        E 
Ode.........e.......io",33984,Básico
312,Ofertório,"{'A7', 'Dm/C', 'D7', 'C#7/G#', 'Em', 'B7', 'C#7(11)/G#', 'A', 'Bb', 'D', 'Gm', 'C#7', 'Eº', 'Dm', 'E7(9)', 'F#m'}","Dm           A7          Dm
Tudo que por ti vi florescer de mim
   D7     Gm
Senhor da vida
Eº        A7           Dm           Dm
Toda essa alegria que espalhei e que senti
Bb    Gm     A7
Trago hoje aqui
Dm           A7             Dm
Todos estes frutos que aqui juntos vês
   D7     Gm
Senhor da vida
Eº        A7                 
Eu em cada um deles e em mim
Dm          Dm/C  Bb            A7
Todos teus fiéis, ponho a teus pés

 D            A            D   E7(9)  A7
Consentistes que minha pessoa
 D            A              D  C#7(11)/G#  C#7/G#
Fosse da esperança um teu sinal
F#m       C#7             F#m  B7
Uma prova de que a vida é boa
Em            A           Em     A7
E de que a beleza vence o mal

Dm           A7             Dm
Tudo que se foi de mim, mas não perdi
   D7     Gm
Senhor da vida
Eº        A7           Dm           Dm/C
Os que já chorei e os que ainda estão por vir
Bb A7     Dm
O-ferto a ti",14468,Intermediário
313,Olha o Menino,"{'Em7', 'Gm7', 'Dm7', 'Am7'}","         Dm7   Am7
Olha o menino ui
         Em7        Am7
Olha o menino ui ui ui
         Dm7   Am7
Olha o menino ui
         Em7        Am7
Olha o menino ui ui ui

        Dm7              Gm7
Eu só quero que Deus me ajude
                 Am7
E o menino muito mais também
         Dm7                 Gm7
pois a rosa é uma flor     a flor é uma rosa
        Am7
E o menino não é ninguém

        Dm7   Am7
Olha o menino ui
        Em7        Am7
Olha o menino ui ui ui
        Dm7   Am7
Olha o menino ui
        Em7        Am7
Olha o menino ui ui ui

            Dm7              Gm7                     Am7
Há seis mil anos o homem feliz fazendo guerras e asneiras
            Dm7              Gm7                     Am7
Há Seis mil anos Deus perde tempo fazendo flores e estrelas

        Dm7   Am7
Olha o menino ui
        Em7        Am7
Olha o menino ui ui ui
        Dm7   Am7
Olha o menino ui
        Em7        Am7
Olha o menino ui ui ui

          Dm7                   Gm7               Am7
Eu sou um homem sincero porque nasci, cresci e vivo livre
          Dm7                      Gm7                    Am7
Eu sou um homem sincero que quero morrer, nascer e viver livre

        Dm7   Am7
Olha o menino ui
        Em7        Am7
Olha o menino ui ui ui
        Dm7   Am7
Olha o menino ui
        Em7        Am7
Olha o menino ui ui ui",7182,Básico
314,Onde Andarás,"{'F#7/C#', 'C#7(b9)', 'A7(#5)', 'Bm7(b5)', 'F#', 'E°', 'F#m', 'E7', 'D#7(b9)', 'E7(#9)', 'Bm7', 'D7M', 'Am', 'E/D', 'C#m', 'Dm6', 'Bm', 'G7', 'F°', 'G#m', 'A#m', 'C7', 'E7(4)', 'A', 'A7M', 'E7(b9)', 'B'}","A                                     C#7(b9)    F#m
 Onde andarás nesta tar___de vazia
Bm             E7          C#m C7 Bm E7
       Tão clara e sem fim
                        A7M       A7(#5)    D7M
Enquanto o mar bate azul em Ipanema
                                  Dm6                   G7 E7
Em que bar, em que cinema
     E/D                  C#m C7 Bm7
Te esqueces de mim
E7                   A7M       A7(#5)             D7M
Enquanto o mar bate azul em Ipanema
                                           Dm6                G7 E7(4)
Em que bar, em que cinema
     E7(b9)
Te esqueces.
   Am                  Bm7(b5) E7(b9)   Am               Bm7(b5) E7
Eu sei, meu endereço          apagaste do teu coração
        F#           G#m   A#m
A cigarra do apartamento
       B         A#m        D#7(b9)    G#m C#7(b9)
O chão de cimento existem em vão
F#m                   F°                F#m                C#7(b9)
Não serve pra na__da a escada, o elevador
              E°             F#7/C#   Bm7
Já não serve pra nada a janela
         E7          A7M        E7(#9)      C#m C7 Bm7 E7
A cortina amarela, perdi meu amor
             A                      C#7(b9)                F#m
E é por is__so que eu sa_____io pra ru___a
Bm           E7              C#m C7 Bm E7
       Sem saber pra quê
              A7M           A7(#5)                 D7M
Na esperan___ça talvez de que o acaso
                      Dm6   G7     E7   E/D     C#m C7 Bm7 E7
Por mero descaso     me leve a você
            A7M               A7(#5)               D7M
Na esperan___ça talvez de que o acaso
                     Dm6   G7
Por mero descaso
   E7(b9)   Am
Me leve. eu sei",14834,Intermediário
315,Onde Eu Nasci Passa Um Rio,"{'A7', 'C', 'G7M', 'C7', 'D7', 'F', 'Am7', 'Bm7', 'Bb', 'D6', 'D7M'}","D7M     Am7       D6
Onde eu nasci passa um rio
D6          Am7      D7    G7M            C   F    Bb
Que passa num igual sem fim. Igual sem fim minha terra
          A7      D6 Am7
Passava dentro de mim
D7M   Am7        D6        Am7  D7  G7M
Passava como se o tempo nada pudesse mudar
       C    F    Bb         A7        D6  Am7 D7M
Passava como se o rio não desaguasse no mar
D7M    Am7      D7   G7M            C7      D7M
O rio deságua no mar. Já tanta coisa aprendi
            Am7      D7   G7M
Mas o que é mais meu cantar
            C7      Bm7
É isso que eu canto aqui
D7M               Am7     D6             Am7  D7   G7M
Hoje eu sei que o mundo é grande. E o mar de onda se faz
            C         F   Bb
Mas nasceu junto com o rio
            A7       D6  Am7 D7M
O canto que eu canto mais
D7M      Am7     D6              Am7   D7   G7M
O rio só chega no mar depois de andar pelo chão
       C  F      Bb           A7   D6   Am7 D7M
O rio da minha terra deságua em meu coração",3937,Básico
316,Onde o Rio É Mais Baiano,"{'E7', 'Dm7', 'C7', 'Dm7(9)', 'C6(9)', 'Am7', 'D7(9)', 'Ebº', 'F7M', 'G7', 'Em7(5-)'}","         C6(9)  Ebº    Dm7
A Bahi_________a
           G7           Em7(5-)  C7
Estação primeira do brasil
F7M          E7            Am7      D7(9)
Ao ver a mangueira nela inteira se viu
Am7              D7(9)  Dm7(9)    G7
Exibiu-se sua face verdadei________ra
              C6(9)  Ebº    Dm7
Que alegri_________a
                  G7             Em7(5-) C7
Não ter sido em vão que ela expediu
F7M       E7             Am7      D7(9)
As ciatas pra trazerem o samba pra o rio
Am7             D7(9)        Dm7(9)   G7
 (Pois o mito surgiu dessa manei______ra
   Am7
E agora estamos aqui
          G7
Do outro lado do espelho
       Am7
Com o coração na mão
              G7
Pensando em jamelão no rio vermelho
      Am7         G7
Todo ano, todo ano
      Am7
Na festa de iemanjá
             G7
Presente no dois de fevereiro

      Am7
Nós aqui e ele lá
                  G7
Isso é a confirmação de que a mangueira
          Am7
É onde o rio é mais baiano
          G7
É onde o rio é mais baiano",17935,Avançado
317,Oração Ao Tempo,"{'A7', 'D9', 'G', 'D4', 'E', 'D', 'Bb', 'Bm'}","[Intro] D  D4  D  D9

E|-2-3--2----0------------------------------|
B|-3-3--3----3------------------------------|
G|-2-2--2----2------------------------------|
D|-0-0----0--0------------------------------|
A|------------------------------------------|
E|------------------------------------------|

[Primeira Parte]
  
Parte 1 De 3

   D      A7     D      A7
E|-2-2-----------2--2------------------------|
B|-3-3----2-2----3--3---2-2------------------|
G|-2-2----0-0----2--2---0-0------------------|
D|-0-0-0--2-2----0----0-2-2------------------|
A|--------0---0---------0---0----------------|
E|-------------------------------------------|

Parte 2 De 3

   Bb            Bm      E       G 
E|-------------------------------------------|
B|-3-3----3--3---3-3-----0--0----3--3--------|
G|-3-3----3--3---4-4-----1--1----0--0--------|
D|-3-3----3--3---4-4-----2--2----0--0--------|
A|-1------1----1-2----2----------------------|
E|------1----------------0----0--3----3------|

Parte 3 De 3

   G      D     D9         D4
E|--------2-2---0h2p0--------3---------------|
B|-3-3----3-3----------3-3-------------------|
G|-0-0----2-2----------2-2-------------------|
D|-0-0----0---0--------0---0-----------------|
A|-------------------------------------------|
E|-3---3-------------------------------------|

D           A7        D
  És um senhor tão bonito
          A7          Bb
Quanto a cara do meu filho
                   Bm
Tempo tempo tempo tempo
          E        G
Vou te fazer um pedido
                   D    D9  D4  D
Tempo tempo tempo tempo

      A7          D
Compositor de destinos
    A7              Bb
Tambor de todos os ritmos
                   Bm
Tempo tempo tempo tempo
          E          G
Entro num acordo contigo
                   D    D9  D4  D
Tempo tempo tempo tempo

       A7           D
Por seres tão inventivo
       A7       Bb
E pareceres contínuo
                   Bm
Tempo tempo tempo tempo
           E           G
És um dos deuses mais lindos
                    D   D9  D4  D
Tempo tempo tempo tempo

       A7             D
Que sejas ainda mais vivo
    A7              Bb
No som do meu estribilho
                   Bm
Tempo tempo tempo tempo
      E               G
Ouve bem o que eu te digo
                   D    D9  D4  D
Tempo tempo tempo tempo

        A7          D
Peço-te o prazer legítimo
     A7           Bb
E o movimento preciso
                   Bm
Tempo tempo tempo tempo
           E           G
Quando o tempo for propício
                   D   D9  D
Tempo tempo tempo tempo

[Segunda Parte]

          A7         D
De modo que o meu espírito
           A7        Bb
Ganhe um brilho definido
                   Bm
Tempo tempo tempo tempo
        E         G
E eu espalhe benefícios

                   D    D9  D
Tempo tempo tempo tempo
        A7         D
O que usaremos pra isso
          A7        Bb
Fica guardado em sigilo
                   Bm
Tempo tempo tempo tempo
    E             G
Apenas contigo e migo
                   D    D9  D4  D
Tempo tempo tempo tempo

         A7         D
E quando eu tiver saído
      A7          Bb
Para fora do teu círculo
                   Bm
Tempo tempo tempo tempo
     E               G
Não serei nem terás sido
                   D    D9  D4  D
Tempo tempo tempo tempo

      A7         D
Ainda assim acredito
        A7       Bb
Ser possível reunirmo-nos
                   Bm
Tempo tempo tempo tempo
           E        G
Num outro nível de vínculo
                   D    D9  D4  D
Tempo tempo tempo tempo

          A7        D
Portanto peço-te aquilo
         A7      Bb
E te ofereço elogios
                   Bm
Tempo tempo tempo tempo
           E        G
Nas rimas do meu estilo
                   D 
Tempo tempo tempo tempo",553238,Básico
318,Os Argonautas,"{'C', 'E7', 'G', 'F', 'Am', 'Am/C', 'B7', 'E', 'C#m', 'A', 'Bm7(5-)', 'G7'}","[Intro] Am  Bm7(5-)  E7  Am
        Bm7(5-)  E7  F  G7
        C  Bm7(5-)  E7  Am

Am     Bm7(5-)    E   Am      C Bm7(5-)
O barco, meu coração não aguenta
E7                 F
Tanta tormenta, alegria
 G                  C     Bm7(5-) E7
Meu coração não contenta o dia
  Am   Am/C  Bm7(5-) E7  Am         F  G   A
O mar__co,          meu coração, o porto, não
  F  G   A
O porto, não

            C#m     B7           E7  A
Navegar é preciso, viver não é preciso
            C#m     B7           E7  A
Navegar é preciso, viver não é preciso

Am  Bm7(5-)    E7  Am         C  Bm7(5-)
O barco, noite no céu tão bonito
 E7               F
Sorriso solto, perdido
  G7           C        Bm7(5-) E7
Horizonte, madrugada, o riso
  Am  Am/C Bm7(5-) E7 Am
O ar__co,         da madrugada
  F  G    A
O porto, nada

            C#m     B7           E7  A
Navegar é preciso, viver não é preciso
            C#m     B7           E7  A
Navegar é preciso, viver não é preciso

  Am  Bm7(5-) E7 Am    C  Bm7(5-) E7
O barco, o automóvel brilhante
                    F  G7
O trilho solto, o barulho
                     C       E7
Do meu dente em tua veia, o sangue
 Am  Am/C Bm7(5-) E7      Am
O charco,        barulho lento
  F  G      A
O porto, silêncio
            C#m     B7           E7  A
Navegar é preciso, viver não é preciso
            C#m     B7           E7  A
Navegar é preciso, viver não é preciso",35334,Básico
319,Os Mais Doces Bárbaros,"{'E', 'A', 'D', 'Bm', 'F#m'}","Intro: F#m - A - F#m - A - E

F#m   A          F#m  A   
Com amor no coração 
F#m   A           E   F#m
Preparamos a invasão 
Bm     D         A  
Cheios de felicidade 
   F#m        E      A   E
Entramos na cidade amada 
F#m     A            F#m  A
Peixe Espada, peixe luz 
F#m    A        E    F#m
Doce bárbaro Jesus 
Bm     D         A      
Sabe bem quem né otário 
F#m         E     A    E   
Peixe do aquário nada 


F#m                          A
Alto astral, altas transas, lindas canções 
F#m                          A
Afoxés, astronaves, aves, cordões 
F#m                              A
Avançando através dos grossos portões 
F#m                      A
Nossos planos são muito bons. 


F#m      A        F#m   A
Com a espada de Ogum 
F#m   A           E     F#m
E a benção de Olorum 
Bm       D         A 
Como um raio de Iansã
   F#m        E      A    E 
Rasgamos a manhã vermelha
F#m   A             F#m   A  
Tudo ainda é tal e qual 
F#m    A           E     F#m
E no entanto nada igual 
Bm      D          A
Nós cantamos de verdade 
F#m                E     A     E       
E é sempre outra cidade velha 

F#m                          A
Alto astral, altas transas, lindas canções 
F#m                          A
Afoxés, astronaves, aves, cordões 
F#m                              A
Avançando através dos grossos portões 
F#m                      A
Nossos planos são muito bons.",11962,Básico
320,Os Passistas,"{'F7+', 'F7', 'Fm6/7+', 'Dm7/9', 'Eb7+/9', 'Cº', 'C7/9', 'Bb7/13', 'G7/13', 'Bbm6', 'Em7', 'C7+', 'C6/7+', 'G7/5+', 'Db7+/9', 'G7', 'Ab7', 'Gm7', 'Ebm7', 'A7(5+/9-)', 'G7(5+/9-)'}","

C6/7+
Vem,
          Cº           Dm7/9          Bbm6
Eu vou pousar a mão no teu quadril
                          Dm7/9
Multiplicar-te os pés por muitos mil
G7/13        G7/5+
Fita o céu,
Cº   C7+
Ro...da:
Gm7   C7/9
A dor
                  F7+   Fm6/7+
Define nossa vida toda
                        Em7
Mas estes passos lançam moda
    A7(5+/9-) Dm7/9     G7(5+/9-) C6/7+
E dirão ao    mundo por onde      ir.
         Cº           Dm7/9     Bbm6
Às vezes tu te voltas para mim
                       Dm7/9
Na dança, sem te dares conta enfim
G7/13        G7/5+
Que também
Cº  C7+
A...mas
Gm7      C7/9
Mas, ah!
                    F7+   Fm6/7+
Somos apenas dois mulatos
                    Em7
Fazendo poses nos retratos
      A7(5+/9-) Dm7/9     G7(5+/9-) C6/7+
Que a luz da    vida imprimiu de    nós.
Bb7/13                               Eb7+/9
Se desbotássemos, outros revelar-nos-íamos no Carnaval.
Ebm7                Ab7                  Db7+/9           F7   G7
Roubemo-nos ao deus Tempo e nos demos de graça à beleza total, vem.
C6/7+
Nós,
          Cº             Dm7/9     Bbm6
Cartão-postal com touros em Madri,
                     Dm7/9
O Corcovado e o Redentor daqui,
G7/13       G7/5+
Salvador,
Cº   C7+
Ro...ma
Gm7    C7/9
Amor,
                        F7+    Fm6/7+
Onde quer que estejamos juntos
                    Em7       A7(5+/9-) Dm7/9
Multiplicar-se-ão assuntos de mãos e    pés
     G7(5+/9-) C6/7+
E desvãos do   ser.",14386,Intermediário
