,title,chords,lyric,views,difficulty
16,Black Treacle,"{'Cm', 'Em', 'D', 'G', 'C', 'A'}","G
Lately I've been seeing things
             D   C
Belly button piercings
        G            D
In the sky, at night
            C           G
When we're side by side

    G
And I don't mean to rain
              D    C
On anybody's cabriolet
             G                      D
One of those games you're gonna lose
        D       C             G
But you wanna play it just in case

                  C            D        G
Now it's getting dark and the sky looks sticky
                    C         D  G
More like black treacle than tar
          C        D    G        A
Black treacle, somebody told the stars
           Cm                G
You're not coming out tonight
            Cm                   G D Em C G
And so they found a place to hide

G
Does it help you stay up late?
                   D    C
Does it help you concentrate?
                 G                       D
Does it tune you in when you chew your chin?
         C             G
Am I ruining your fun?

G
And you talk the talk alright
                             D           C
But do you walk the walk or catch the train?
            G             D
You wanted it, you got it
              C            G
But you don't want it now

                  C            D         G
Now it's getting dark and the sky looks sticky
                    C         D  G
More like black treacle than tar
          C        D    G        A
Black treacle, somebody told the stars
           Cm                G
You're not coming out tonight
            Cm                   G D Em C G
And so they found a place to hide

                    C                 D           G
And now I'm out of place and I'm not getting any wiser
                 C             D            G
I feel like the Sundance Kid behind a synthesizer
      Em                  C            D
And I tried last night to pack away a laugh
       G             Cm
Like a key under the mat
         C               D
But it's never seems to be there
                 G  D Em
When you want it

C         G   D Em
Black treacle
C         G   D Em
Black treacle
C         G   D Em C G
Black treacle",52521,Básico
17,Body Paint,"{'Cm', 'Ebm', 'Am', 'D#5', 'G', 'C', 'D5', 'Bbm7', 'Dm', 'D7', 'C#º', 'Bb', 'A7', 'Bb7M', 'G6', 'Cm7', 'G7', 'Em', 'D', 'Gm', 'Eb', 'C#', 'G7M'}","[Intro] Bb7M  A7

[Tab - Intro]

E|-13--------------------15-----------------|
B|------15-------------------15-------------|
G|-----------15--14--12---------------------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

E|-13--------------------15-----------------|
B|------15-------------------15-------------|
G|-----------15--14--12---------------------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

E|-13--------------------15------13---------|
B|------15-------------------15-------------|
G|-----------15--14--12---------------------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

[Primeira Parte]

[Tab - Primeira Parte]

E|-13--------------------15-----------------|
B|------15-------------------15-------------|
G|-----------15--14--12---------------------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

E|-13--------------------15------13---------|
B|------15-------------------15-------------|
G|-----------15--14--12---------------------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

Bb7M                         A7                        
For a master of deception and subterfuge
         Dm                         Gm
You've made yourself quite the bed to lie in
Bb7M                              A7
Do your time traveling through the tanning booth
       Dm                         Gm  
So you don’t let the Sun catch you crying
Eb               D7               Cm7 
So predictable, I know what you're thinking

[Segunda Parte]

Bb7M                        A7
My teeth are beating and my knees are weak
           Dm                           Gm
It's as if there’s something up with the wiring
Bbm7                             A7
You can poke your head behind the mountain peak
             Dm                            Gm
It don't have to mean that you've gone into hiding
Eb               D7               Cm7
So predictable, I know what you're thinking

( Cm7  C#º  C#  D  G )

[Terceira Parte]

G   G7M                G7                     
I'm watching your every move
G6                   Em
I feel the tears are coming on
C
It won't be long
             Am
It won't be long
G      G7M              G7
Straight from the cover shoot
  G6                     Em
There's still a trace of body paint
        C                                Am
On your legs and on your arms and on your face
G       G7M           G7
And I'm keeping on my costume
    G6           Em
And calling it a writing tool
      C
And if you’re thinking of me
             Am
I'm probably thinking of you

( Eb  G  Eb  G )
( Eb  G  Eb  G  Eb  G )
( Ebm  Bb  Bb7M )

[Final]

Tab - Final

E|------------------------------------------|
B|------------------------------------------|
G|-8b10r8--5b7r5--3-5--5b7--7--7r5----------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

E|------------------------------------------|
B|------------------------------------------|
G|-3----------------------------------------|
D|----5--3h5--3-----------------------------|
A|---------------3h5-p3/6~------------------|
E|------------------------------------------|

E|------------------------------------------|
B|------------------------------------------|
G|-8-8-7-8-8b10r8---7-7-5-3-----------------|
D|------------------------------3h5-5-5-5-5-|
A|--------------------------/5--------------|
E|------------------------------------------|

E|------------------------------------------|
B|------------------------------------------|
G|-8b10r8--5b7r5--3-5--5b7--7--7r5----------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

E|------------------------------------------|
B|------------------------------------------|
G|-3----------------------------------------|
D|----5--3h5--3-----------------------------|
A|---------------3h5-p3/6~------------------|
E|------------------------------------------|

E|------------------------------------------|
B|------------------------4-----4-----------|
G|------8-----8-----7-----5-----5-----------|
D|------8-----8-----7-----5-----5-----------|
A|------6-----6-----5-----3-----3-----------|
E|------------------------------------------|

E|------------------6-8-9-10-9-8-6~---------|
B|------------------------------------------|
G|-5br-5br-5br-5br--------------------------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

E|------------------------------------------|
B|----------------------8br--8-6------------|
G|-10r8-7---8br-8br-8br----------7-5-3------|
D|-------------------------------------5----|
A|------------------------------------------|
E|------------------------------------------|

E|------------------------------------------|
B|--4-3-4-3-4-3-----------------------------|
G|--------------3--5b7r5--b7r5--b7r5~-------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

E|------------------------------------------|
B|--9b11r9--8-7~----------------------------|
G|------------------------------------------|
D|------------------------------------------|
A|------------------------------------------|
E|------------------------------------------|

D#5                           D5
There’s still a trace of body paint
                        Cm                D#5
On your legs and on your arms and on your face
                              D5
There's still a trace of body paint
                        Cm                D#5
On your legs and on your arms and on your face
                              D5
There's still a trace of body paint
                        Cm                D#5
On your legs and on your arms and on your face
                              D5
There's still a trace of body paint
                        Cm                D#5 
On your legs and on your arms and on your face
                  D5               Cm
So predictable, I know what you’re thinking

Ooh, hah, yeah",18661,Básico
18,Brianstorm,,"(4 compassos iniciais sem tocar)

Intro:

(Parte 1)

E|x-x-x-x--x-x-x-x--x-x-x-x--x-x-x-x-----------------
B|x-x-x-x--x-x-x-x--x-x-x-x--x-x-x-x-----------------
G|x-x-x-x--x-x-x-x--x-x-x-x--x-x-x-x-----------------  (4x)
D|x-x-x-x--x-x-x-x--x-x-x-x--x-x-x-x-----------------
A|---------------------------------------------------
E|---------------------------------------------------

(Parte 2)
E|---------------------------------------------------
B|---------------------------------------------------
G|---------------------------------------------------  (8x)
D|---------------------------------------------------
A|8-8-8-8-8-8-----8-8-8-8-8-8-8-8--------------------
E|------------9-9------------------------------------


Riff 1:

E|---------------------------------------------------
B|---------------------------------------------------
G|---------------------------------------------------
D|---------------------------------------------------
A|8-8-8-8-8-8---------------------4-4-4-4-6-6-6-6----
E|------------9-9-8-8-8-8-8-8-4-4--------------------

E|---------------------------------------------------
B|---------------------------------------------------
G|---------------------------------------------------
D|---------------------------------------------------
A|7-7-7-7/-10-10-10-10-------------------------------
E|---------------------------------------------------


Variação do Riff 1:

E|---------------------------------------------------
B|---------------------------------------------------
G|---------------------------------------------------  (4x)
D|---------------------------------------------------
A|8-----------------4--4--6--7--x--10----------------
E|---x--9--8--x--------------------------------------

(Contrabaixo)

Brian
Top marks for not tryin'

Variação do Riff 1 - Oitavas:

E|---------------------------------------------------
B|---------------------------------------------------
G|10-------------------6--6--8--9-----12-------------  (4x)
D|-------11--10--------------------------------------
A|8--------------------4--4--6--7--x--10-------------
E|----x--9---8---x-----------------------------------

So kind of you to bless us with your effortlessness
We're grateful and so strangely comforted

Riff 2 (acompanha o riff em oitavas):

E|---------------------------------------------------
B|---------------------------------------------------
G|10---10---10---10---10---10------------------------
D|---------------------------------------------------
A|8----8----8----8----8----8-------------------------
E|---------------------------------------------------

And I wonder
Are you puttin' us under?
'Cos we can't take our eyes
Off the t-shirt and ties combination
Well, see you later, innovator!

(Contrabaixo)

(Introdução - Parte 1)

Some want to kiss, some want to kick you

(Riff 1)

There's not a net you couldn't slip through
Or at least that's the impression I get
'Cos you're smooth and you're wet
And she's not aware yet, but she's yours

Riff 3 (acompanha o Riff 1):

E|---------------------------------------------------
B|6/18--18--18--18--18--18--18--18--18--18--18\6-----
G|---------------------------------------------------  (4x)
D|3/15--15--15--15--15--15--15--15--15--15--15\3-----
A|---------------------------------------------------
E|---------------------------------------------------

She'll be sayin' ""Use me""
Show me the jacuzzi
I imagine that it's there on a plate
You're whole rendezvous rate
Means that you'll never be frightened
To make 'em wait for a while

Riff 4:

E|---------------------------------------------------
B|---------------------------------------------------
G|---------------------------------------------------
D|---------------------------------------------------
A|3---------------3--3--------4----------------------
E|---x--4--1--x---------4--1-------------------------

E|---------------------------------------------------
B|---------------------------------------------------
G|5--5--5--5--5--5--5--5--5--5--5--5--5--5--5--5-----
D|---------------------------------------------------
A|3--3--3--3--3--3--3--3--3--3--3--3--3--3--3--3-----
E|---------------------------------------------------

E|---------------------------------------------------
B|---------------------------------------------------
G|9--9--9--9--9--9--9--9--9--9--9--9--9--9--9--9-----
D|---------------------------------------------------
A|7--7--7--7--7--7--7--7--7--7--7--7--7--7--7--7-----
E|---------------------------------------------------

I doubt it's your style
Not to get what you set
Out to acquire
The odds are on fire
You are the unforecasted storm

(Riff - Contrabaixo)

Riff 5:

E|---------------------------------------------------
B|---------------------------------------------------
G|10--10--10--10--10--10/11--------------------------  (2x)
D|---------------------------------------------------
A|8---8---8---8---8---8-/9---------------------------
E|---------------------------------------------------

(Riff - Contrabaixo)

E|---------------------------------------------------
B|---------------------------------------------------
G|10--10--10--10--10--10/11--------------------------  (9x)
D|---------------------------------------------------
A|8---8---8---8---8---8-/9---------------------------
E|---------------------------------------------------

E|---------------------------------------------------
B|---------------------------------------------------
G|10--10--10--10-------------------------------------
D|---------------------------------------------------
A|8---8---8---8--------------------------------------
E|---------------------------------------------------

Calm, Collected and Commanding
(Top marks for not tryin')
You leave the other story standing
With your renditions and jokes
Bet there's hundreds of blokes
That have wept 'cos you've stolen their...

(Variação do Riff 1 em Oitavas + Riff 3)

Thunder
Are you putting us under
'Cos we can't take our eyes
Off the t-shirt and ties combination
Well, see you later, innovator!

(Pausa)

(Introdução - Parte 2)",118705,Básico
19,Brick By Brick,"{'G', 'A', 'E'}","Intro: E G E  (x2)

               E  G
I wanna build you up
            E
(Brick by brick)
               E   G
I wanna break you down
            E
(Brick by brick)
              E   G
I'm gonna reconstruct
            E
(Brick by brick)
               E   G
I wanna feel your love


            A  G   E         A  G  E
Brick by bri____________ick  ooooooooh    (x2)

E G (x2)


Solo 1: E G E (x4)

E|----------------------------------------------------------------------------|
B|--12--------------------------15b17--15b17-12-------------------------------|
G|--14b15-14b16---14b16p12---12---------------------14p12h14--14b16p12--------|
D|------------------------14----------------------14-------------------14-12--|
A|----------------------------------------------------------------------------|
E|----------------------------------------------------------------------------|

E|-------------------|
B|---------12--------|
G|-----12-----12-----|
D|--14-----------14--|
A|-------------------|
E|-------------------|


                E   G
I wanna steal your soul
            E
(Brick by brick)
             E    G
I wanna rock and roll
            E
(Brick by brick)
             E    G
I wanna rock and roll
            E
(Brick by brick)
             E    G
I wanna rock and roll


           A  G   E         A  G  E
Brick by bri____________ick  ooooooooh    (x2)


Solo 2: E G E (x4)

E|-----------------------|----------------------|-------------------|
B|-----------------------|--15b17r15--12--------|-------------------|
G|--9-9~-----------------|---------------13-12--|-------------------|
D|-------7~--------------|----------------------|-----7b9r7---------|
A|----------5b7r5b7r5b7--|----------------------|-----------5b7r5~--|
E|-----------------------|----------------------|-------------------|

               E   G
I wanna brick by brick
            E
(Brick by brick)
              E   G
I wanna blow by blow
            E
(Brick by brick)
            E G
I want an episode
            E
(Brick by brick)
               E   G
I wanna brick by brick, by brick, by...

           A  G   E          A  G  E
Brick by bri____________ick  ooooooooh    (x4)

E G (x4) E G



** Riff do refrão **


E|--------------------------------------|
B|--------10-10-------10-10-------------|
G|--12-12-------12-12-------12-9-9-9-9--|
D|--------------------------------------|  (x4)
A|--------------------------------------|
E|--------------------------------------|

E|-------------------------------------------------------------|
B|--10---------------10-------------10------12-11-10-9-8-7-6---|
G|-----12-9-9-9-9-------12-9-9-9-9-----------------------------|
D|-------------------------------------------------------------|
A|-------------------------------------------------------------|
E|-------------------------------------------------------------|",9507,Básico
20,Catapult,"{'Bb', 'Am', 'Em', 'G', 'E', 'F', 'Dm'}","Am       Em  Am
Both sides
    Em              Am         Em       Am  Em
And softly came the growl from both sides 
           Am             Em  Am  Em
And if his whisper splits the mist 
                            Am          Em  Am  Em
Just think of what he's capable of with his kiss 

Am      Em  Am
Nice try
    Em           Am      Em      Am
You cannot turn away but nice try 
       Em           Am         Em   Am
Turned your legs to little building blocks 
    Em             Am            Em          Am  Em
And with his index finger flicks you on your socks

( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )

     Am          Em  Am
I go high pitched
      Em                 Am            Em  Am     Em
He'll talk and make your voice sound high pitched 
                     Am         Em      Am
Dread to think if he got you on your own 
             Em       Am            Em    Am  Em
And whispered in your ear in that baritone 

         Am        Em  Am
It's the same stone    
          Em          Am           Em   Am  Em
His heart was cut out of the same stone 
          Am            Em  Am
That they used to calve his jaw
       Em              Am     Em    Am  Em
It's impossible not to feel inferior 

             Dm                        Am
And he could catapult you back to your daddy
            Em          Am
Or into any hissing misery
            Dm                           Am
And he will tear you out the day after a triumph is as hollow
       Em               Am
As the day after a tragedy

        Dm                       Am
He'll extinguish any chance of escape
                          Em                 Am
When he slaps you on your arse or kisses your nape
         Dm          Am          Em   Bb
And he's leaving without saying 'Bye'

( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )
( Am  Em  Am  Em )

              Dm                        Am
And you would queue up to listen to him pissing
                   Em                   Am
And hang around to watch some poor girl blub
              Dm
And then they chase him down the avenue
  Am                         Em                   Am
Incessantly pestering him to let 'em join the club

         Dm                       Am
He knows how to put a cork in the fuss
                     Em               Am
And just how to shut up the charming ones of us
         Dm       Am                   Em
And I've seen him talking to your lady friend

          F         G
There's a dust track
Am
Waiting for betrayal
F           G         Am                E
Where he'll teach you all the bits they missed

( Am  Em  Am  Em )
( Am  Em  Am  Em )

Am      Em  Am
Nice try
    Em           Am      Em      Am
You cannot turn away but nice try
Am      Em  Am
Nice try
    Em           Am      Em      Am
You cannot turn away but nice try
Am      Em  Am
Nice try
    Em           Am      Em      Am
You cannot turn away but nice try
Am      Em  Am
Nice try
    Em           Am      Em   Am  Em  Am  Em  Am  Em  Am
You cannot turn away but nice try
    Em           Am  Em  Am  Em  Am  Em  Am  Em  Am
You cannot turn away",2585,Básico
21,Choo Choo,,"BY THE BULKS GUITARISTS OLLY STUBBINGS,DARCY BUM

VERSE riff guitar 1         guitar 2

e--------------             e---9-9------|
B--------------             B---9-9------|
G--------------             G---9-9------|
D--------------             D------------|
A-9-7-9-7------             A------------|
E--------9-7-9-             E------------|


BRIDGE (POWERCHORDS)X2
     X3          THEN               X1
e----------------    e---------------------------------|
B----------------    E---------------------------------|
G----------------    G---------------------------------|
D-11-11-11-11-11-    D-11-11-11-11-9-9-9-9-11-11-11-11-|
A-11-11-11-11-11-    A-11-11-11-11-9-9-9-9-11-11-11-11-|
E-9--9--9--9--9--    E-9--9--9--9--7-7-7-7-9--9--9--9--|


CHORUS riff

e----------------------|
B----------------------|
G----------------------|
D----------------------|
A-------9-7--777-7-----|
E-7-7-10----------10-9-|


AFTER CHORUS SHORT SOLO

e----------------------------|
B----------------------------|
G-------------------7s-------|
D-----------------7s---------|
A--7-9-10-9b-7b-7s----7s-----|
E-7--------------------------|",9895,
22,Chun Lis Spinning Bird Kick,,"
This song has to guitars. guitar one does the main riff during the whole song and guitar 
does some fills etc

For the intro it's just drums, guitar feedbacks and wierd bendings

main riff: repeats itself through the whole song
e|-------------------------------------------------------------------------|
B|-------------------------------------------------------------------------|
G|-------------------------------------------------------------------------|
D|-------------------------------------------------------------------------|
A|---3h5p3--------3h5p3--------3h5p3--------3h5p3-5^----3h5p3--------------|
E|-5-------3~-4-5-------3~-4-5-------3~-4-5-----------5-------3~-4-5-------|

e|-------------------------------------------------------------------------|
B|-------------------------------------------------------------------------|
G|-------------------------------------------------------------------------|
D|-------------------------------------------------------------------------|
A|-3h5p3--------3h5p3--------3h5p3-5^--------------------------------------|
E|-------3~-4-5-------3~-4-5-----------------------------------------------|

  Chorus or whatever you want to call it

  Guitar 2
e|-------------------------------------------------------------------------|
B|-5-3---3-------------------5-3---3---------------------------------------|
G|-----5---2-5~------------------5---5-2~----------------------------------|
D|-------------------------------------------------------------------------|
A|-------------------------------------------------------------------------|
E|-------------------------------------------------------------------------|
  Guitar 1
e|-------------------------------------------------------------------------|
B|-------------------------------------------------------------------------|
G|-9-9-x-7-x-5~--------------9-9-x-7-x-------------------------------------|
D|-9-9-x-7-x-5~--------------9-9-x-7-x-7~----------------------------------|
A|-7-7-x-5-x-3~--------------7-7-x-5-x-7~----------------------------------|
E|-------------------------------------5~----------------------------------|

 After the first chorus guitar 1 does main riff again while guitar 2 does this,the 
is a bit wierd but it's easy to find out and if you can't,just by strumming chord A it will 
good
  Guitar 2 (fill in 1)

e|-5----x----5-5-5---------------------------------------------------------|
B|-5----x----5-5-5---------------------------------------------------------|
G|-x--x-x-x--x-x-x-repeat 8 times------------------------------------------|
D|-7--x-x-x--7-7-7-and on the last ----------------------------------------|
A|-7--x---x----7-7-one let it ring-----------------------------------------|
E|-5--x---x----5-5---------------------------------------------------------|

then do this while guitar one keeps on with the main riff
   Guitar 2(fill in 2)

e|-------------------------------------------------------------------------|
B|-------------------------------------------------------------------------|
G|-------------------------------------------------------------------------|
D|-------------------------------------------------------------------------|
A|---3h5p3--------3h5p3--------3h5p3--------3h3p5 5^-----------------------|
E|-5-------3~-4-5-------3~-4-5-------3~-4-5--------------------------------|

e|-------------------------------------------------------------------------|
B|-----------------------------------------------------5/3-(3)-5-----------|
G|---5h7p5--------5h7p5--------5h7p5----------5h7-5-7^---------5-----------|
D|-7-------5~-6-7-------5-~6-7-------5~55-6-7------------------------------|
A|-------------------------------------------------------------------------|
E|-------------------------------------------------------------------------|

  Here play the chorus part again
  After that there's a Bridge in which the main rif slightly appears with a wierd 
effect and one guitar does slides
  Then there's this with the main riff too
  Guitar 2 ( fill in 3)

e|-5\11/8~-----------------------------------------------------------------|
B|-------------------------------------------------------------------------|
G|-------------------------------------------------------------------------|
D|-------------------------------------------------------------------------|
A|-------------------------------------------------------------------------|
E|-------------------------------------------------------------------------|

  Guitar 2(fill in 4)

e|-------------------------------------------------------------------------|
B|-------------------------------------------------------------------------|
G|-------------------------------------------------------------------------|
D|---5/2-------------------------------------------------------------------|
A|-------(5)-3-------------------------------------------------------------|
E|-5-----------------------------------------------------------------------|


  Order:
  main riff x2
  Chorus
  main riff-guitar 2(fill in 1)
  main riff-guitar 2(fill in 2)
  Chorus
  Bridge(with reverbs...)
  main riff x2-guitar 2(fill in 3)
  main riff x2-guitar 2(fill in 4)
  (here there's a litlle drum break)
  main riff(until the end of the song)- guitar 2(mixing all the fills)


| /  slide up
| \  slide down
| h  hammer-on
| p  pull-off
| ~  vibrato
| +  harmonic
| x  Mute note
============================================================================",3500,
23,Cigarette Smoke,"{'E7', 'D', 'F5', 'G', 'C', 'D5', 'E', 'A5', 'F', 'A'}","Intro
E-------I-------|I
B-------I-------|I
G-------I-------|I
D-7-7-7-I-------|I
A-7-7-7-I-------|I
E-5-5-5-I-10^12-|I

E-----------------------------------------------------------------------------------|
B-----------------------------------------------------------------------------------|
G-----------------------------------------------------------------------------------|
D-7-7-7-------------7-7-7-------------------7-7-7----------------7-7-7--------------|
A-7-7-7---------15--7-7-7----------17^19^17-7-7-7----------15-17-7-7-7-17^19-17-15--|
E-5-5-5-15-15-17----5-5-5-15-15-17----------5-5-5-15-15-17-------5-5-5--------------|

Verse
E----------------------------|
B----------------------------|
G----------------------7-7-7-|
D-7-7-7--7-7-7--3-3-3--7-7-7-|
A-7-7-7--7-7-7--3-3-3--5-5-5-|
E-5-5-5--5-5-5--1-1-1--------|
   A5     A5     F5     D5

A               A
  Get out the way, mister
            F
With your short sharp tips
              D
No, I won't read your lips right now
A             A
  And baby, hey
                    F
You send a shiver down my spine
             D
But do you read my mind
Do you...
A             A               F
  And you're looking pretty suspicious
      D
And probably planning a heist
A         A                   F
  He's wanting to go to the strippers
     D
It makes him feel all nice

(Refrain)

just play powerchords

A
Cigarette smoke yeah
C                         E7 
The cigarette smoke in your eyes
E    D   E  G    E   D
Watching a stripper and
A
Smacking a bloke yeah
C                    E        E D E G E D
Smacking a bloke here tonight


Verse again same timing

Get out the way, mister
With your short sharp tips
No, I won't read your lips right now
And baby, hey
You send a shiver down my spine
But do you read my mind
Do you...

He's prob'ly got stopped by a panda
For speeding on his way there
... flashing of digital cameras
From tourists in trafalgar square

Refrain

(Cigarette smoke yeah)
The cigarette smoke in your eyes
Watching a stripper and
(Snortin' some coke yeah)
Snortin' some coke off her thighs
Bla-bla-bla-bla-bla-bla...

Bridge

A /  C  /  E  / A  / C  / E /   E D E G E D

(Cigarette smoke yeah)
The cigarette smoke in your eyes
Watching a stripper and
(Smacking a bloke yeah)
Smacking a bloke here tonight
And I just can't see for the
(Cigarette smoke yeah)
The cigarette smoke in your eyes
Watching a stripper and
(Snortin' some coke yeah)
Snortin' some coke off her thighs
Lalalalalala laaaaaaaoooo
Oww",26731,Intermediário
24,Cigarette Smoker Fiona,,"E|E|-------------------------------------------------------------------------------||
                             Cigarette Smoker Fiona - Arctic Monkeys
E|E|-------------------------------------------------------------------------------||
Tabbed by: San Miguel

Tuning: Standard
Intro:
Guitar 1

E|---------------------------------------------------------------------------|
B|---------------------------------------------------------------------------|
G|---------------------------------------------------------------------------|
D|-7-7-7---7-7-7---7-7-7---7-7-7s14------------------------------------------|
A|-7-7-7---7-7-7---7-7-7---7-7-7s14------------------------------------------|
E|-5-5-5---5-5-5---5-5-5---5-5-5s12------------------------------------------| x3

Guitar 2(after guitar 1 has played though once)
E|-----------------------------------------------------------------------------|
B|-----------------------------------------------------------------------------|
G|---5----5-7/------5-7--------------------------------------------------------|
D|-7----7--------5-7------9s7s5------------------------------------------------|
A|-----------------------------------------------------------------------------|
E|-----------------------------------------------------------------------------| x2

Verse 1
E|---------------------------------------------------------------------------|
B|---------------------------------------------------------------------------|
G|----------------------7-7-7------------------------------------------------|
D|-7-7-7--7-7-7--3-3-3--7-7-7------------------------------------------------|
A|-7-7-7--7-7-7--3-3-3--5-5-5------------------------------------------------|
E|-5-5-5--5-5-5--1-1-1-------------------------------------------------------| x4

Chorus:
Guitar 1                                          |----------------------------|
E|-----------------------------------------------------------------------------|
B|-----------------------------------------------------------------------------|
G|-----------------5-5-5-5-5-5-5-5-9-9-9-9-9-9-9-9-9-7-9-10-9-7----------------|
D|-7-7-7-7-7-7-7-7-5-5-5-5-5-5-5-5-9-9-9-9-9-9-9-9-9-7-9-10-9-7----------------|
A|-7-7-7-7-7-7-7-7-3-3-3-3-3-3-3-3-7-7-7-7-7-7-7-7-7-5-7-8--7-5----------------|
E|-5-5-5-5-5-5-5-5-------------------------------------------------------------| x2

Guitar 2
E|---------------------------------------------------------------------------|
B|---------------------------------8-----------------------------------------|
G|-----------5-5-5-7-5-9-9-9-9-7-9---9-7-------------------------------------|
D|-7-7-7-5-7-----------------------------------------------------------------|
A|---------------------------------------------------------------------------|
E|---------------------------------------------------------------------------| x2

Bridge 1:
Guitar 2
e|E|E|-------------------------------------------------------------------------------||----|
B|E|E|-------------------------------------------------------------------------------||----|
G|---5----5-7/------5-7--9-7-5----5----5-7/------5-7--9p7-5-7-5----------------------|
D|-7----7--------5-7-------------7----7--------5-7-----------------------------------|
A|E|E|-------------------------------------------------------------------------------||----|
E|E|E|-------------------------------------------------------------------------------||----|

Order:
Intro
Verse 1
Chorus (Highlighted part in Guitar 1 only played once)
Bridge 1
Verse 2 (Bass only)
Chorus
Bridge 2 (same as chorus only with slightly different timing)
Chorus (last bar extended 4 times)


| /  slide up
|   slide down
| h  hammer-on
| p  pull-off
| ~  vibrato
| +  harmonic
| x  Mute note
===============================================================================",303,Expert
25,Cornerstone,"{'D', 'Bm', 'E', 'F#m', 'Dm', 'A', 'C#m'}","[Intro] A

E|-----0-2-4-5----------------------------|
B|-0-2---------2--------------------------|
G|----------------------------------------|
D|----------------------------------------|
A|----------------------------------------|
E|----------------------------------------|

A
I thought I saw you in the battleship
 D                 Bm
But it was only a look-a-like
  A
She was nothing but a vision trick
D                  Bm
Under the warning light
  F#m            A                       F#m
She was close, close enough to be your ghost                                                       
A                                      D              Bm                 
But my chances turned to toast when I asked her if I could call her your name

( A  F#m  A  F#m )

E|-------------------------------------|
B|--7----5-----7-----------------------|
G|-----6----------6----2---------------|
D|-------------------------------------|
A|-------------------------------------|
E|-------------------------------------|

A
I thought I saw you in the rusty hook
 D                  Bm
Huddled up in a wicker chair
A
I wandered over for a closer look
D                   Bm
And kissed whoever was sitting there
  F#m               A               F#m
She was close and she held me very tightly
 A                                D     Bm             A     F#m  A       
'Til I asked awfully politely, please, can I call you her name?

( F#m  E )

D                        Bm
And I elongated my lift home
F#m                             D
Yeah I let him go the long way 'round
Bm
I smelt your scent on the seatbelt
E                           A     D  E
And kept my shortcuts to myself

A
I thought I saw you in the parrots beak
 D                 Bm
Messing with the smoke alarm
A
It was too loud for me to hear her speak
D               Bm
And she had a broken arm
F#m            A                        F#m 
It was close, so close that the walls were wet
           A           D               Bm                C#m
And she wrote it as electroset, no you cant call me her name

 A                    C#m
Tell me where's your hiding place
A                 C#m
I'm worried I'll forget your face
F#m
And i've asked everyone
Bm                       E
I'm beginning to think I imagined you all along
D                      Bm
I elongated my lift home

 F#m                            D
Yeah I let him go the long way round
Bm
I smelt your scent on the seatbelt
Dm
And kept my shortcuts to myself

[Solo]

         A             D               Bm     A        D    Bm
E|----------------------------------------------------------------------|
B|---10-----9-----------------------------------------------------------|
G|------11----9----6---6-7-6--4--2--4--6---9--4/6------6-7-6--4--2------|
D|----------------------------------------------------------------------|
A|----------------------------------------------------------------------|
E|----------------------------------------------------------------------|

      F#m            Bm           D          E
E|----------------------------------------------------------------------|
B|--10----9----------10-9-----------------------------------------------|
G|-----11---9---6---------11-9--6--4/9--------/9-----4-6--2-------------|
D|----------------------------------------------------------------------|
A|----------------------------------------------------------------------|
E|----------------------------------------------------------------------|

A
I saw your sister in a cornerstone
D                 Bm
On the phone to the middle man
  A
When I saw that she was on her own
D                   Bm
I thought she might understand
          F#m            A                  F#m
She was close, well you couldn't get much closer
              A                          D
She said I'm really not supposed to but yes
                 Bm          A
You can call me anything you want",262559,Básico
