,title,chords,lyric,views,difficulty
141,The Nettles,"{'B', 'D', 'G', 'E', 'A'}","INTRO & VERSE

Jamie Cook - Guitar 2

e|---------------|--|
B|-----------------|
G|-----------------| x4
D|-----------------|
A|-----------------|
E|5-5-5-4-4-4-3-2--|

Alex Turner - Guitar 1

e|---------------|
B|17~~~~~~~~~~~~~
G|---------------| Played over the top after Jamie has played the INTRO
D|---------------| twice.
A|---------------|
E|---------------||

VERSE

Jamie Cook & Alex Turner

Stank into their calculations...

e|---------------|------------------------------|
B|---------------------------------------------|
G|---------------------------------------------|
D|---------------------------------------------|
A|---------------------------------------------|
E|5-5-5-4-4-4-3-2-5-5-5-4-4-4-2--5-5-5-4-4-4-2-|

Looked for the boy who was hanging his head low...

e|---------------|-------------------------------|
B|----------------------------------------------|
G|----------------------------------------------|
D|----------------------------------------------|
A|----------------------------------------------|
E|5-5-5-4-4-4-3-2-5-5-5-4-4-4-3-2-5-5-5-4-4-4-2-|

BRIDGE

Jamie Cook & Alex Turner

And with a scowl in his pocket...

e|---------------|----------------------------|
B|-------------------------------------------|
G|-------------------------------------------|
D|-------------------------------------------|
A|-------4-4-4-4-3-3-3-3-------3-3-3-3-4-4-4-|
E|2-2-2-2---------------5-5-5-5--------------|

THEN D PEATED THE INTRO

Jamie Cook & Alex Turner

e|---------------|--|
B|-----------------|
G|-----------------| x4
D|-----------------|
A|-----------------|
E|5-5-5-4-4-4-3-2--|

VERSE 2

Jamie Cook & Alex Turner

And afterwards...

e|---------------|------------------------------|
B|---------------------------------------------|
G|---------------------------------------------|
D|---------------------------------------------|
A|---------------------------------------------|
E|5-5-5-4-4-4-3-2-5-5-5-4-4-4-2--5-5-5-4-4-4-2-|

He scrambles to find the dockland...

e|---------------|-------------------------------|
B|----------------------------------------------|
G|----------------------------------------------|
D|----------------------------------------------|
A|----------------------------------------------|
E|5-5-5-4-4-4-3-2-5-5-5-4-4-4-3-2-5-5-5-4-4-4-2-|

He lost of his footholes...

D PEAT THE BRIDGE

Jamie Cook & Alex Turner

And with a scowl in his pocket...

e|---------------|----------------------------|
B|-------------------------------------------|
G|-------------------------------------------|
D|-------------------------------------------|
A|-------4-4-4-4-3-3-3-3-------3-3-3-3-4-4-4-|
E|2-2-2-2---------------5-5-5-5--------------|

Fell in the nettles, fell in the nettles

THEN ALEX PA YS THIS IN A PLUCKING METHOD

e|-2
B|--
G|--
D|--   x6
A|--
E|-2

JAEE  PA YS THIS ALONG WITH HIM (Gm Chord)

e|-2
B|-2
G|-2
D|-4   x6
A|-4
E|-2

THEN ALEX PA YS THIS

E|-5-4-3-2----|
B|------------|
G|------------|
D|------------| x8
A|------------|
E|-5-4-3-2----|

JAEE  PA YS THIS UNDERNEATH (WITH A STEADY PACE)

e|---------------|--|
B|-----------------|
G|-----------------| x8
D|-----------------|
A|-----------------|
E|5-5-5-4-4-4-3-2--|

OUTRO

louder, louder marching powder!

Alex Turner and Jamie Cook

e|---------------|--|
B|-----------------|
G|-----------------| x4
D|-----------------|
A|-----------------|
E|5-5-5-4-4-4-3-2--|

SONG STRUCTUD 

INTRO
VERSE 1
BRIDGE
D PEAT INTRO
VERSE 2
BRIDGE
PLUCKING METHOD
OUTRO
",27,Intermediário
142,The Ultracheese,"{'E7', 'B7', 'D', 'Bm', 'G', 'G#º', 'Gm', 'E', 'F#', 'A7', 'G#', 'D/C', 'F#m', 'Dm', 'A'}","A  A7                       D
    Still got pictures of friends on the wall
                        A
Suppose we aren't really friends anymore
              Bm                                          A
Maybe I shouldn't ever have called that thing friendly at all
                      D
Get freaked out from a knock at the door
                   A
When I haven't been expecting one
                       Bm                           A     A7
Didn't that used to be part of the fun, once upon a time?

                      Gm
We'll be there at the back of the bar
                    D
In a booth like we usually were
                     E         E7                A     
Every time there was a rocket launch or some big event

                D
What a death I died writing that song
                            A
Start to finish, with you looking on
                         Bm
It stays between us, Steinway and his sons
                       A     A7
Because it's the ultracheese
                          D
Perhaps it's time that you went for a walk
                     A
Dressed like a fictional character
                          Bm                   A   A7
From a place they called America in the golden age

                    Gm
Trust the politics to come along
                             D
When you were just trying to orbit the sun
                               E                           E7        A
When you were just about to be kind to someone because you had the chance

  A7                        D                    D/C
I've still got pictures of friends on the wall
                   G                      G#º
I might look as if I'm deep in though
                     F#m          Bm            E   Gm  A
But the truth is I'm probably not    if I ever was

[Solo]

E|------------------------------------------------------------------------------|
B|------------------------------------------------------------------------------|
G|------------------------------------------------------------------------------|
D|--------7-7/9-------7-7-7-9-7-------------------------------------7/9---------|
A|------7-------9-7-9-----------9-9-7-7-7-7-7-7-7-7-7-4-2-2-0-2--------7-4-2-0-0|
E|5-7-9-------------------------------------------------------------------------|

A7                    D                 Dm
Oh the dawn won't stop weighing a tonne
                      A           A G# G      F#
I've done some things that I shouldn't have done
      B7
But I haven't stopped loving you once    ohhhhh",26507,Básico
143,The View From The Afternoon,"{'A7M', 'B5', 'G5', 'F5', 'E5', 'D5', 'Eb5', 'A5', 'C5'}","Intro: A5  Eb5 (3x)

A5   G5    C5  F5      A5     E5     B5
An-ti-ci-pa-tion has the ha-bit to set you up

A5    G5      C5   F5      A5       E5     B5
for dis-ap-point-ment in eve-ning en-ter-tain-ment but

A5   G5             C5 F5    A5    E5 C5 D5 E5
to-night there'll be some love._____

  A5             G5   C5      F5       A5        E5      D5      C5
  to-night there'll be a raw-kus yeah, re-gard-less of what's gone be-fore


A5   G5     C5      F5     A5          E5     B5    E5
  I want to see all of the things that we've al-rea-dy seen

A5     G5     C5        F5       A5     E5     B5    E5
  The lai-ry girls hung out the win-dow of the___ li-mo-sine

A5       G5          C5  F5 A5      E5 C5 D5
  And of course it's fan-cy dress.

  E5  A5          G5       C5         F5
  And they're all look-ing quite full on in

A5        E5      D5         C5    A5     G5    E5*
  bun-ny ears and dev-il horns and how

(toca-se os acordes A5, G5 e E5, então faz o dedilhado)

(A5   G5   E5)

A|--12-10---------------------|
E|---------12-----------------|

(A5   G5   E5)

D|--------------10------------|
A|-12-12-10-12----------------|
E|----------------------------|

(A5   G5   E5)

A|--14--10--------------------|
E|-----------12---------------|

(A5  G5  E5  D5  C5)

A5   G5    C5  F5      A5     E5     B5
An-ti-ci-pa-tion has the ha-bit to set you up

A5    G5      C5   F5      A5       E5     B5
for dis-ap-point-ment in eve-ning en-ter-tain-ment but

A5   G5             C5 F5    A5    E5 C5 D5 E5
to-night there'll be some love._____

  A5             G5   C5      F5       A5        E5      D5      C5
  to-night there'll be a raw-kus yeah, re-gard-less of what's gone be-fore


A5   G5     C5      F5     A5          E5     B5    E5
  I want to see all of the things that we've al-rea-dy seen

A5    G5    C5      F5       A5       E5      B5     E5
  I want to see you take the jack-pot out the fruit ma-chine

A5      G5       C5     F5  A5    E5    C5 D5
    and put it all back ____ in

  E5     A5     G5     C5       F5      A5     E5       D5     C5
  You've got to un-der-stand it you can ne-ver beat the ban-dit, no
(refrão)

A5 (repita, escute a música para obter o tempo & ritmo certo)
And she won't be sur-prised, and she won't be shocked, when she's

D5
pressed the start af-ter she's pressed unlock.  And there's 

F5
Verse and chap-ter sat in her in-box, and all 

D5*
that its says is that you drank a lot

F5
And you should bear that in mind tonight, bear that in mind. Yeah you should

D5*
bear that in mind to-night. And you can pour your

F5*
heart out, but her rea-son-ing will block

D5*
owt you send her af-ter nine o - clock
(A5   G5   E5)

A|--12-10---------------------|
E|---------12-----------------|

(A5   G5   E5)

D|--------------10------------|
A|-12-12-10-12----------------|
E|----------------------------|

(A5   G5   E5)

A|--14--10--------------------|
E|-----------12---------------|

(A5  G5  E5  D5  C5)

(break)

The chord - each rhythm comes in again, 1 = gtr 1
                                        2 = gtr 2

1. A5
2. G5
1. C5
2. F5*
1. A5
2. E5
1. B5
2. E5
1. A5
2. G5
1. C5
2. F5*
1. A5
2. E5
1. B5
2. E5
(bateria & baixo voltam)
1. A5
2. E5
1. D5
2. C5

A5   G5    C5  F5      A5     E5     B5
An-ti-ci-pa-tion has the ha-bit to set you up

A5    G5      C5   F5      A5       E5     B5
for dis-ap-point-ment in eve-ning en-ter-tain-ment but

A5   G5             C5 F5    A5    E5 C5 D5 E5
to-night there'll be some love._____

  A5             G5   C5      F5       A5        E5      D5      C5
  to-night there'll be a raw-kus yeah, re-gard-less of what's gone be-fore

(refrão)

A5
And she won't be sur-prised, and she won't be shocked, when she's

D5
pressed the start af-ter she's pressed unlock.  And there's 

F5
Verse and chap-ter sat in her in-box, and all 

D5*
that its says is that you drank a lot

F5
And you should bear that in mind tonight, bear that in mind. Yeah you should

D5*
bear that in mind to-night, and you can pour your

F5*
heart out, a-round three o-clock. When the

D5*
two for one's un-done the writers block.

intro again: A5  Eb5

(A7M)",39891,Básico
144,The Worlds First Ever Monster Truck Front Flip,"{'G7', 'Cm', 'Bb', 'D', 'Cm6', 'Bb7', 'C', 'Gm', 'Dm/A', 'F', 'C7', 'Dm', 'D7', 'A'}","[Intro] Cm  Bb  Dm/A 
        Cm  Bb  Dm/A 

[Primeira Parte]

Cm            Dm              D7         Gm  Dm/A  Cm
You push the button and we'll do the rest
Bb  Dm/A   Cm     Bb                Dm/A  Cm
The exotic     sound of data storage
Bb       Dm/A     Cm     Bb           Dm/A
Nothing like  it,    first thing in the morning
Cm            Dm              D7         Gm  Dm/A  Cm
You push the button and we'll do the rest
Bb       Dm/A    Cm    Bb              Dm/A
Bastard Latin,     that's the best thing for it
Cm            Dm           D7            Gm  C  
You push the button and we'll do the rest

[Pré-Refrão]

Bb       Bb7           Cm  Cm6
You and Lizzy in the summertime
Bb            Bb7          Cm   Cm6
Wrapping my tiny mind around a lullaby

[Refrão]
 
             Dm                            Cm
There are things that I just cannot explain to you
      Dm         D                        Dm/A  Cm
And those that I hope I don't ever have to

[Segunda Parte]

Bb        Dm/A  Cm   Bb     Dm/A
Pattern language,  in the mood for love
Cm            Dm           D7            Gm  C 
You push the button and we'll do the rest

[Pré-Refrão]

Bb      Bb7        Cm  Cm6
You and Genie wearing Stetson hats
Bb         Bb7             Cm   Cm6
Trying to gain access to my lily pad

[Refrão]
    
            Dm                             Cm
There are things that I just cannot explain to you
     Dm          D       Gm    C7         Bb
And those that I hope I don't ever have to

[Ponte]

Bb  A                   Cm         Bb          G7
The world's first ever monster truck front flip
                 Cm                 F
I'm just a bad girl trying to be good
          Bb    F          Gm             F         Cm
I've got a laser guiding my love that I cannot adjust

( Dm/A  Cm )

[Terceira Parte]

Bb        Dm/A  Cm   Bb        Dm/A  Cm
Forward thinking    model villages
Bb            Dm/A  Cm  Bb      Dm/A
More brain shrinking  moving images
Cm            Dm          D7             Gm  Dm/A
You push the button and we'll do the rest",883,
145,The Worlds First Ever Monster Truck Front Flip,"{'G7', 'Cm', 'Bb', 'D', 'Cm6', 'Bb7', 'C', 'Gm', 'Dm/A', 'F', 'C7', 'Dm', 'D7', 'A'}","[Intro] Cm  Bb  Dm/A 
        Cm  Bb  Dm/A 

[Primeira Parte]

Cm            Dm              D7         Gm  Dm/A  Cm
You push the button and we'll do the rest
Bb  Dm/A   Cm     Bb                Dm/A  Cm
The exotic     sound of data storage
Bb       Dm/A     Cm     Bb           Dm/A
Nothing like  it,    first thing in the morning
Cm            Dm              D7         Gm  Dm/A  Cm
You push the button and we'll do the rest
Bb       Dm/A    Cm    Bb              Dm/A
Bastard Latin,     that's the best thing for it
Cm            Dm           D7            Gm  C  
You push the button and we'll do the rest

[Pré-Refrão]

Bb       Bb7           Cm  Cm6
You and Lizzy in the summertime
Bb            Bb7          Cm   Cm6
Wrapping my tiny mind around a lullaby

[Refrão]
 
             Dm                            Cm
There are things that I just cannot explain to you
      Dm         D                        Dm/A  Cm
And those that I hope I don't ever have to

[Segunda Parte]

Bb        Dm/A  Cm   Bb     Dm/A
Pattern language,  in the mood for love
Cm            Dm           D7            Gm  C 
You push the button and we'll do the rest

[Pré-Refrão]

Bb      Bb7        Cm  Cm6
You and Genie wearing Stetson hats
Bb         Bb7             Cm   Cm6
Trying to gain access to my lily pad

[Refrão]
    
            Dm                             Cm
There are things that I just cannot explain to you
     Dm          D       Gm    C7         Bb
And those that I hope I don't ever have to

[Ponte]

Bb  A                   Cm         Bb          G7
The world's first ever monster truck front flip
                 Cm                 F
I'm just a bad girl trying to be good
          Bb    F          Gm             F         Cm
I've got a laser guiding my love that I cannot adjust

( Dm/A  Cm )

[Terceira Parte]

Bb        Dm/A  Cm   Bb        Dm/A  Cm
Forward thinking    model villages
Bb            Dm/A  Cm  Bb      Dm/A
More brain shrinking  moving images
Cm            Dm          D7             Gm  Dm/A
You push the button and we'll do the rest",883,
146,There'd Better Be A Mirrorball,"{'Ab', 'Cm7', 'G7', 'C7', 'Bb', 'Ab7M', 'D5/A', 'Em7(5-)', 'Gm', 'Ab/Bb', 'Ab7M(11+)', 'Bº', 'Em7(5-)/G', 'Eb', 'F', 'Eb7M', 'Em7(5-)/F', 'Eb/Bb'}","Durante a musica será tocado uma vez o acorde normalmente e depois estacato (para cada acorde)

[Intro] D5/A  F  Gm  Em7(5-)  Em7(5-)/F  Em7(5-)/G
        Em7(5-)  Em7(5-)/F  Em7(5-)/G
        Em7(5-)  Em7(5-)/F  Em7(5-)/G
        Em7(5-)  Em7(5-)/F  Em7(5-)/G  Ab7M(11+)

[Tab - Intro]

E|-----------------------------------------|
B|-----------------------------------------|
G|---4-6-7-6-4~--4-6~----------------------|
D|-----------------------------------------|
A|-----------------------------------------|
E|-----------------------------------------|

E|-----------------------------------------|
B|-----------------------------------------|
G|---4-6-7-6-4~--4-6--7--10~---------------|
D|-----------------------------------------|
A|-----------------------------------------|
E|-----------------------------------------|

E|--------------------------------6----------|
B|----------------8-10-11-10-8-5-5-5--6--8--5|
G|-7-9-10-9-7--------------------------------|
D|-------------------------------------------|
A|------------10-----------------------------|
E|-------------------------------------------|

E|-6-------------6-------------6-------------|
B|5-5--6--8--5--5-5--6--8--5--5-5--6--8------|
G|---------------------------------------7~--|
D|---------------------------------------6~--|
A|---------------------------------------5~--|
E|-------------------------------------------|

E|-------------------------------------------|
B|-------------------------------------------|
G|--7-------7-------7------------------------|
D|--6-------6-------6------------------------|
A|--5-------5-------5------------------------|
E|-------------------------------------------| (x2)


Guitarra 2(música inteira)

E|-------------------6-----------------------|
B|-6---------6--------8----------------------|
G|8-8-7---7-8-8-7---7------------------------|
D|-----5-8-------5-8-------------------------|
A|-------------------------------------------|
E|-------------------------------------------|

[Primeira Parte]

Cm7
   Don't get emotional
            Eb/Bb
That ain't like you

Yesterday's still leaking
   Bb
Through the roof
           Ab7M
That's nothing new

Eb7M
     I know I promised this is
        Cm7
What I wouldn't do

Somehow giving it the
       Ab7M
Old romantic fool
                 Eb7M
Seems to better suit the mood

[Refrão]

       Cm7
So if you wanna walk me to the car
    Eb/Bb
You oughta know I'll have a heavy heart
             Bb
So can we please be absolutely sure
         Ab7M
That there's a mirrorball?

[Segunda Parte]

Eb7M
     You're getting cynical
          Cm7
And that won't do

I'd throw the rose tint
                Ab7M
Back on the exploded view
            Eb7M
Darling, if I were you

Cm7
    And how's that
              Eb/Bb
Insatiable appetite?

For the moment when
              Bb
You look them in the eyes
                     Ab
And say ""Baby, it's been nice""

[Refrão Final]

            Eb
So, do you wanna walk me to the car?
     Cm7
I'm sure to have a heavy heart
            Ab
So can we please be absolutely sure
             Bº
That there's a mirrorball
G7     Ab
   For    me?

( Ab/Bb  Cm7  C7 )

Ab
   Oh, there'd better
                 Bº  G7  Cm7
Be a mirrorball for me",9574,Intermediário
147,This House Is a Circus,"{'Cm', 'Em', 'D', 'Bm', 'F#m'}","[Intro] Bm  Cm  Cm  Bm
 
[Primeira Parte]

  Bm  Cm                    Cm   Bm
This house is a circus, berserk as fuck
         Bm  Cm           Cm  Bm
We tend to see that as a perk, though
               Bm  Cm
Look what it's done to your friends
      Cm  Bm
Their memories are pretend
                 Bm  Cm                        Cm  Bm
And the last thing that they want is for the feeling to end
  Bm  Cm                    Cm   Bm
This house is a circus, berserk as fuck
         Bm  Cm           Cm  Bm
We tend to see that as a perk, though
               Bm  Cm
Look what it's done to your friends
      Cm  Bm
Their memories are pretend
                 Bm  Cm                        Cm  Bm
And the last thing that they want is for the feeling to end
 
[Segunda Parte]

          Bm  Cm                               Cm  Bm
There's a room full of trouble and there's lovers to be had
       Bm  Cm                             Cm  Bm
Those ones who make sinners out of such lovely lads
 Bm  Cm                        Cm  Bm
Scaling the corridors for maidens in the maze
       Bm  Cm                   Cm  Bm
And the anomaly is slipping into familiar ways
    Bm   F#m      Bm         F#m              Bm
And we're forever unfulfilled and can't think why
F#m               Bm         F#m                 Bm  F#m
Like a search for murder clues in dead man's eyes
    Bm   F#m      Bm         F#m              Bm
And we're forever unfulfilled and can't think why
F#m               Bm         F#m  N.C
Like a search for murder clues in dead man's eyes
 
( Bm  Cm )
( Em  D  F#m  D )
 
[Ponte]

    Bm                                                   Em      D  F#m  D
The more you open your mouth, the more you're forcing performance
                                               Em    D  F#m  D
And all the attention is leading me to feel important
Bm                                         Em  D  F#m  D
Now that we're here, we may as well go too far
 
( Bm  Cm  Cm  Bm )
 
[Terceira Parte]

  Bm  Cm                           Cm  Bm
Wriggling around in it so that you won't forget
  Bm  Cm                                  Cm  Bm
There's certainly some venom in the looks that you collect
     Bm  Cm                   Cm  Bm
Aimlessly gazing at the faces in the queue
           Bm  Cm                          Cm  Bm
And we're struggling with the notion that it's life, not film
 
[Primeira Parte]

  Bm  Cm                    Cm   Bm
This house is a circus, berserk as fuck
         Bm  Cm           Cm  Bm
We tend to see that as a perk, though
               Bm  Cm
Look what it's done to your friends
      Cm  Bm
Their memories are pretend
                 Bm  Cm                        Cm  Bm
And the last thing that they want is for the feeling to end",9948,
148,Too Much To Ask,"{'Am', 'Em', 'B7', 'G', 'Bm', 'Dm'}","         Em          B7     Dm    Am
E|-------------------------1----8------------------------------------|
B|-------------------------3----10-----------------------------------| 
G|------0-------------0----2----9------------------------------------|
D|-----2--2/5-4\1---1----0-------------------------------------------|
A|----2-----------2-----------0--------------------------------------|
E|---0---------------------------------------------------------------|

                                                                   
      Em                       B7
His smiles as she walked in the room                                
      Dm                          Am
have all turned into frowns am I too quick to assume                 
         Em                    B7
that the love is no longer in bloom                                  
       Dm                          Am
The tantrums and the tears play a very different tunes to what they  
 Em                B7
   did before Their heads red raw                                     
         Dm                             Am
And the ending doesn't sound like the happiest around When you       
 Em               B7                      Dm
sobbed before it felt much more like the product of the squabble    
            B7
Now there's reason for it to be something more                     

                                                               
  Am
And there would be                                               
                                       G
Oh it's uncertain whether the curtain has shut for good. She      
                                                           Am
said ""see if it's still raining but I'm not dressed for it, and  
                                                                 
if you loved me                                                  
                                         B7
And I interrupt to receive the scowl and stare                   
                                                                 
But still decided to stop her there                            
  

Riff 2

                                                                    
         Em                   B7
Would it be too outrageous to say                                    
              Dm                                   Am
We're either shouting or we're shagging docked in tempestuous bays     
    Em                           B7
At least that's how we felt yesterday                                 
   Dm                              Bm*           B7       Am
The eyes are getting heavier and whether you're sleep or awake      

                                                                    
It's a mistery                                                 
                            G
Would a kiss be too much to ask                                       
                                                            Am
When you fit me as sunday's frozen pitch fits the thermos flask       
                                                                      
It's a pity                                                           
                           B7
It just hit me we can't go back                                       
                                                     
To the chest touching on the back                                   

(Solo)

Riff 2:

E|------------|
B|------------|
G|------------|
D|------------|
A|------------|
E|---3-2-0----|

Riff 1:

E|-------7-------------------7---------10-----|
B|-----8---8-10-8-8--------8---8-10/12--------|
G|---9--------------9----8--------------------|
D|--------------------------------------------|
A|--------------------------------------------|
E|--------------------------------------------|

E|--------------------------------------------|
B|-----10-12-13-12-10----10------8-10/12-8----|
G|--10----------------10-------9--------------|
D|--------------------------------------------|
A|--------------------------------------------|
E|--------------------------------------------|

E|-------7-------------------7---------10-----|
B|-----8---8-10-8-8--------8---8-10/12--------|
G|---9--------------9----8--------------------|
D|--------------------------------------------|
A|--------------------------------------------|
E|--------------------------------------------|
                              
                              B7  B7   Am

E|---------------------------|-2-|-7-|-5-|
B|-----10-12-13-12-10----10--|-4-|-7-|-5-|
G|--10----------------10-----|-2-|-8-|-5-|
D|---------------------------|-4-|-7-|-7-|
A|---------------------------|-2-|-9-|-7-|
E|---------------------------|---|-7-|-5-|



Solo: (a partir do Riff 2 do Verso 2)


E|-------|-------------------------------------|
B|-------|-------------------------------------|
G|-------|-------------------------------------|
D|-------|-2-2-4-5/10---7-9-7-9-7---5-7-5-7-5--|
A|-------|-------------------------------------|
E|-3-2-0-|-------------------------------------|

E|---------------------------------------------|
B|---------------------------------------------|
G|---------------------------------------------|
D|-2--2-2-4-5/10-9--10\-7~---5-7--5-7-5-7-5-4~-|
A|---------------------------------------------|
E|---------------------------------------------|",47601,Intermediário
149,Tranquility Base Hotel & Casino,"{'A7M', 'Am', 'G', 'Bm', 'E', 'Bbm', 'F', 'Dm', 'C7M'}","[Intro] Dm  Am  Dm
        G  Dm  Am  Dm  E
        Dm  Am  Dm
        G  Dm  Am  Dm  E
        Dm  Am

[Primeira Parte]

              Dm    G
Jesus in the day spa
 Dm          Am       Dm     E   Dm  Am
Filling out the information form
              Dm      G
Mama got her hair done
      Dm             Am      Dm     E   Dm  Am
Just popping out to sing a protest song
             Dm      G
I've been on a bender
 Dm            Am   Dm       E  Dm  Am
Back to that prophetic esplanade
               Dm                G
Where I ponder all the questions
     Dm          Am          Dm  E
But just manage to miss the mark

[Refrão]

Dm  Am  Dm   G  Dm
    Uuuuuuuuuuh
     Am    Dm   E
Good afternoon

Tranquility Base
Hotel and Casino
Mark speaking
                                      Dm   Am
Please tell me how may I direct your call?

[Segunda Parte]

          Dm         G
This magical thinking
 Dm             Am     Dm         E  Dm  Am
Feels as if it really might catch on
            Dm         G
Mama wants some answers
    Dm            Am     Dm         E   Dm  Am
Do you remember where it all went wrong?
                 Dm    G
Technological advances
 Dm      Am          Dm      E   Dm
Really bloody get me in the mood
 Am                     Dm
Pull me in close on a crisp eve baby
 G            Dm        Am   Dm  E
Kiss me underneath the moon's   side boob

( Dm  Am  Dm  G  Dm )

[Refrão]

     Am    Dm  E
Good afternoon

Tranquility Base
Hotel and Casino
Mark speaking
                                      F   G
Please tell me how may I direct your call?

[Ponte]

        A7M            C7M     F  G
Do you celebrate your dark side
                 A7M            C7M   F  G
Then wish you'd never left the house?
                A7M        C7M              Bm             Bbm
Have you ever spent a generation trying to figure that one out?

( Am  Dm )
( G  Dm  Am  Dm  E )

[Refrão]

Dm  Am  Dm   G  Dm
    Uuuuuuuuuuh
     Am    Dm  E
Good afternoon

Tranquility Base
Hotel and Casino
Mark speaking
                                      Dm   Am
Please tell me how may I direct your call?

[Final] Dm
        G  Dm  Am  Dm
        E",12082,Básico
150,Tranquility Base Hotel & Casino,"{'Am', 'Em7', 'G', 'E', 'Amaj7', 'F', 'Dm', 'Cmaj7', 'Am7'}","[Intro] Dm  Am  Dm  G  Dm  Am  Dm  E 
        Dm  Am  Dm  G  Dm  Am  Dm  E 

Dm  Am   Dm         G     Dm    Am    Dm        E
Jesus in the day spa filling out the information form
Dm  Am   Dm         G     Dm    Am    Dm        E
Mama got her hair done Just popping out to sing a protest song
Dm  Am   Dm         G     Dm    Am    Dm        E
I've been on a bender back to that prophetic esplanade
Dm  Am   Dm         G     Dm    Am    Dm        E
where I ponder all the questions but just manage to miss the mark

Dm  Am   Dm         G     Dm    Am    Dm
Ooooooo Good afternoon
E
Tranquility Base Hotel and Casino
E
Mark speaking
E
Please tell me how may I direct your call?

Dm  Am   Dm         G     Dm    Am    Dm        E
This magical thinking Feels as if it really might catch on
Dm  Am   Dm           G     Dm    Am    Dm        E
Mama wants some answers Do you remember where it all went wrong?
Dm  Am   Dm            G     Dm    Am    Dm        E
Technological advances Really bloody get me in the mood
Dm  Am   Dm                    G     Dm    Am    Dm        E
Pull me in close on a crisp eve baby Kiss me underneath the moon's side boob

Dm  Am   Dm         G     Dm    Am    Dm
Good afternoon
E
Tranquility Base Hotel and Casino
E
Mark speaking
E
Please tell me how may I direct your call?

F     G    Amaj7          Cmaj7        F    G
And Do you celebrate your dark side
                Amaj7          Cmaj7       F   G
Then wish you'd never left the house?
              Amaj7             Cmaj7      Em7        Am7
Have you ever spent a generation trying to figure that one out?

( Dm  Am  Dm  G  Dm  Am  Dm )

Dm  Am   Dm         G     Dm    Am    Dm
Oooooooooo Good afternoon
E
Tranquility Base Hotel and Casino
E
Mark speaking
E
Please tell me how may I direct your call?

[Final] Dm  Am  Dm  G  Dm  Am  Dm",6681,Básico
151,Tranquility Base Hotel And Casino,"{'Am', 'G', 'E', 'F', 'Dm', 'Cmaj7', 'A'}","Dm Am Dm G Dm Am E
Dm Am Dm G Dm Am E

[Verse 1]
Am           Dm      G               Dm          E    Am Dm
Jesus in the day spa filling out the information form
Am             Dm       G              Dm              E   Am Dm
Mama's got her head on, popping out to sing a protest song
Am             G            Dm                    E    Am Dm
I've been on a bender back to that prophetic esplanade
Am                   Dm         G          Dm                  E    
We'll ponder all the questions, but I just managed to miss the mark

[Chorus]
Am Dm G Dm        E
        Good afternoon
E
Tranquility Base Hotel and Casino
E
Mark speaking
E
Please tell me how may I direct your call?

[Verse 2]
Am           Dm        G              Dm                 E  Am Dm
This magical thinking, feels as if it really might catch on
Am                    Dm          G            Dm                E     Am Dm
The mother wants some answers, do you remember where it all went wrong
Am              Dm      G             Dm            E    Am Dm
Technological advances, really bloody get me in the mood
Am         Dm         G          Dm               
Pull me in close on a crisp eve, baby
Am           Dm        G           Dm  E             
Kiss me underneath the moon's side boob

[Chorus]
Am Dm G Dm        E
        Good afternoon
E
Tranquility Base Hotel and Casino
E
Mark speaking
E
Please tell me how may I direct your call?

[Bridge]
F G            A              Cmaj7
    And do you celebrate your dark side?
F G                   A           Cmaj7
    And then wish you never left behind
F G           A          Cmaj7
    You ever spent a generation trying
F G            A       Cmaj7
    To figure that one out
Am Dm G Dm E Dm G F E

[Chorus]
Am Dm G Dm        E
        Good afternoon
E
Tranquility Base Hotel and Casino
E
Mark speaking
E
Please tell me how may I direct your call?

[Chorus]
Am Dm G Dm        E
        Good afternoon
E
Tranquility Base Hotel and Casino
E
Mark speaking
E
Please tell me how may I direct your call?",96,Intermediário
152,Vampires Is A Bit Strong But,,"Bass
G|--------------------------------------------------------|
D|--------------------------------------------------------|
A|-4-4----------------4-4-----------------4-4-------------|
E|-----5-5--2-2--5-5-------5-5--2-2--5-5-------5-5--------|


Guitar
E|---------------------------------------------------------|
B|---------------------------------------------------------|
G|-------2---2-4-2------------2----------------------------|
D|-4-2-4---4-------4~---4-2-4---4-2-4-2----------2---------|
A|--------------------------------------4~---2-4---4-2-0---|
E|---------------------------------------------------------|



(Not so mellow bit)

Bass
G|---------------------------------------------------------|
D|---------------------------------------------------------|
A|-----------4-4--3--------------4-4--3--------------------|
E|-2-2--5-5------------2-2--5-5----------------------------|


Guitar
E|---------------------------------------------------------|
B|---------------------------------------------------------|
G|-----------6-6--5--------------6-6--5--------------------|
D|-4-4--7-7--6-6--5----4-4--7-7--6-6--5--------------------|
A|-4-4--7-7--4-4--3----4-4--7-7--4-4--3--------------------|
E|-2-2--5-5------------2-2--5-5----------------------------|


Bass
G|---------------------------------------------------------|
D|---------------------------------------------------------|
A|-----------4-4-----------------4-4-----------------------|
E|-2-2--5-5-------5-5--2-2--5-5-------5-5------------------|
",50,Intermediário
