,title,chords,lyric,views,difficulty
80,Lively Up Yourself,"{'F', 'C', 'D7', 'D', 'G'}","C  D    F   G
C  D    G
C  D    F   G
C  D    G


   [Chorus]
          D              G                   D    G
You gonna Lively up yourself and don't be no drag
    D             G                          D       G
You Lively up yourself, 'cause reggae is another bag
     D             G                  D   G
Hey, lively up yourself and don't say no
           D              G                D       G
Your gonna lively up yourself cause I said so hear what you gonna do


   [Verse 1]
         D                   F  G   C        D                G
Hey, you rock so, you rock so,      like you never did before
    C   D             F  G C   D            G
You dip so, you dip so,    dip thru my door
    C    D              F  G  C  D   G
You come so, you come so,     oh yeah
    C     D               F    G C   D     G
You skank so, you skank so, be alive today


   [Chorus]
           D              G                 D   G
Your gonna lively up yourself and don't say no
         D             G                    D   G
Hey, you lively up yourself, big daddy says so
          D              G                   D    G
You gonna Lively up yourself and don't be no drag
    D             G                          D       G
You Lively up yourself, 'cause reggae is another bag


   [Bridge]
D           F
What you got
G             C    D  G
That i do not know
C  D             F
Im trying to wonder
G      C      D
Wonder,wonder why you
D
Wonder why you act so


   [Instrumental Link]
C   D    F   G
Yeah
C   D    G
Yeah
C   D    F   G
Ooh
C   D                                G
    Hey do you hear what the man say


   [Chorus]
    D              G                             D    G
Yea lively up yourself,your woman in the morning time
D                       G
Keep a liveling up your woman
                          D
When the evening come and take her
                  G
Take her,take her,take her


   [Instrumental Link]
D7            G                D7            G
Come on baby ,cos i want to be lively myself yea

D7   G    D7   G
D7   G    D7   G

C   D     F  G     C   D     G
C   D     F  G     C   D     G
C   D     F  G     C   D     G
C   D     F  G     C   D     G


   [Bridge]
D             G    C   G
Lively up yourself
D             G    C   G
Lively up yourself
           D7               G
Your gonna rock,so you rock so

D7   G   D7   G      D7   G   D7   G
D7   G   D7   G      D7   G


   [Verse 2]
    C    D             F  G   C  D
You rock so,you rock so
G   C   D             F  G   C  D
You dip so,you dip so
G   C     D              F     G       C  D
You skant so,you skant so  And dont be a  drag
G   C    D             F      G         C       D
You come so,you come so ,Yeah reggae is another bag


   [Outro]
G                       D   G
Kid what you got in the bag
D                             G               D7    G
What you got in the other bag you got hanging there
D7                   G   D7
What you say you got
G                 D7   G
I dont believe you
",254,Intermediário
81,Looking In Your Big Brown Eyes,"{'C', 'Am', 'G', 'Dm'}","   C    Am     Dm    G
E|--3--| --0-- --5-- --3--
B|--5--| --1-- --6-- --3--
G|--5--| --2-- --7-- --4--
D|--5--| --2-- --7-- --5--
A|--3--| --0-- --5-- --5--
E|--x--| --x-- --x-- --3--

I've been watching you 
alalalalalong alalalalalonglongleelonglonglong
Come on 
alalalalalong alalalalalonglongleelonglonglong

Standing across the room I saw you smile
Said I wanna talk to you for a little while
But before I make my move 
My emotions start running wild
My tongue gets tied
And thats no lie
Im looking in your eyes
Im looking in your big brown eyes 
(ooh yeah and Ive got this to say to you heeey)

Girl I want to make you sweat
Sweat till you cant sweat no more
And if you cry, ill
Im gonna push it some mo-o-ore
Girl I want to make you sweat
Sweat till you cant sweat no more
And if you cry, ill
Im gonna push it, push it push it some more
alalalalalong alalalalalonglongleelonglonglong
(come on)
alalalalalong alalalalalonglongleelonglonglong
",37,Básico
82,Mellow Mood,"{'C', 'F', 'G'}","C    F                         C        G         C
I'll play your favorite song, darling
    F                             C        G         C
we can rock it all night long, darling
        F            C      G        C
cause I've got love, darling
F               C     G         C
love sweet love darling

mellow mood has got me
so let the music rock me
cause I've got love, darling
love sweet love darling

quiet as the night
please turn of your ligth
I'll play your favorite song, darling
we can rock it all night long, darling

F                                 C
strike the hammer while iron is hot
F                                 C
strike the hammer while iron is hot
F                                 C
strike the hammer while iron is hot
G
open up your heart
G
open up your heart
F                        C           G          C
let love come run in yeah darling
F               C      G       C
love sweet love darling
love sweet love darling
mellow mood has got me
let the music rock me
cause I've got ya love, darling
love sweet love, darling
...",26961,Básico
83,Midnight Ravers,"{'Am', 'G', 'Dm'}","

Am               G             Am  
Do-do-do. Do-do-do. Do-do-do. 
(You can't tell the woman from the man) 
No, I say you can't, 'cause they're dressed in the same pollution; 
(dressed in the same pollution) 
Their mind is confused with confusion 
With their problems since they've no solution: (They become) 
Dm   Am   Dm  Am  Dm              Am     Am  
The midnight ravers. (Please, don't let me down!) 
Oh, please, don't let me - ee-ya-bab, oh, please don't let me down! 
(Midnight) Midnight ravers! (ravers) Midnight ravers! 
(Please don't) Oh, please, please, 
don't let me down, down, down, down, down! 
Don't let me down; Don't let me down. 
 
Am                   G  
I see ten thousand chariots (ah-ah-ah-ah) 
And they coming without horses; (coming without horses) 
The riders - they cover their face, (ah-ah-ah-ah) 
So you couldn't make them out in smoky place (make them out in smoky places) 
Dm   Am   Dm  Am  Dm           Am  
In that musical stampede, where everyone is doing their thing. 
Musical stampede - people swingin'; 
Musical stampede. Someone say: 
Am                        G                           
People, ride on! (keep a-ridin'!) 
(keep a-ridin'!) Ride on! 
(keep a-ridin'!) Midnight ravers! 
People, ride on! (keep a-ridin'!) 
(keep a-ridin'!) Ride on! 
(keep a-ridin'!) Midnight ravers! 
 
I can't tell my woman from the man: 
She is dressed in the same pollution; (dressed in the same pollution) 
Her mind is confused with confusion: 
To my problem seems there's never - never no solution! 
I've become a night-life raver 
And I'm beggin' you, (please) please, please - 
oh, beel-ya-ba-ba - please don't ya let me down! 
(Night-life ravers) Night-life ravers! Night-life ravers! 
Oh, please, please, please, please, don't let me down. 
Don't let me down;Don't let me down! 
 
I see ten thousand chariots (ah-ah-ah-ah) 
And they coming without horses; (coming without horses) 
The riders they cover their face, (ah-ah-ah-ah) 
So you couldn't make them out in smoky place - 
In that musical stampede, oh! 
It's the musical stampede. Ride on! 
It's the musical stampede, some preacher say! 
People ride on! (keep a-ridin'!) 
(keep a-ridin'!) Ride on! 
(keep a-ridin'!) Midnight ravers! 
A-ride on! (keep a-ridin'!) 
(keep a-ridin'!) Ride on. ",17149,Iniciante
84,Misty Morning,"{'A', 'Bm', 'E', 'G'}","Intro: G A Bm   G A Bm  
 
Bm             E   G            Bm 
Misty morning -- don't see no sun 
I know you're out there somewhere having fun 
There is one mystery I just can't express 
To give your more, and receive your less 
One a my good friends said in a reggae rhyd'm 
Don't jump in the water if you can't swim 
The power of philosophy, yeah, floats through my head 
Light like a feather, heavy as lead 
Bm             E       G         Bm          Bm E G 
Light like a feather, heavy as lead, yeah 
Bm           Bm E  G                 Bm 
See no sun, oh -- the time has come -- I want you 
 
G             A                 Bm  
I want you to straighten out my tomorrow! Uh
I want you to straighten out my tomorrow
I want you to straighten out my tomorrow
 
Misty morning -- don't see no sun 
I know you're out there somewhere having fun 
Mysteries I just can't express 
How can you ever give your more, to receive your less 
Like my good friend said in a reggae rhythm 
Can't jump can't jump in the water if you can't swim... I want you  
 
I want you to straighten out my today, my my my my... 
I want you to straighten out my 
In a misty morning, I want you to straighten out my  
Straighten out my 
My needs some straightening out 
I want you to straighten out my 
Mist... mist... mist... 
I want you to straighten out my",36301,Básico
85,Mix Up Mix Up,"{'C', 'F', 'G'}","[Chords]
      C           F         C        G
E|----------------------------------------------------------------|
B|----------------10-----------------12---------------------------|
G|----9-----------10--------9--------12---------------------------|
D|----10----------10--------10-------12---------------------------|
A|----10----------8---------10-------10---------------------------|
E|----8---------------------8-------------------------------------|

Listen for the timing through the entire song. It is very simple to play.
It basically repeats itself throughout the song up until the guitar solo.
I will tab the solo soon.

[Verse]
C     F      C           G
Oh Lord, oh Lord, oh Lord, yeah!
C   F    C    G
Well, it's not easy,
C    F
It's not easy
C         F      C               G
Speak the truth, come on, speak. Eh, now!
     C                      F
Cause it what it will:
    C                  G
He who he who hide the wrong he did
     C                F
Surely did the wrong thing still.

[Verse]
C
Get in the studio of -
                     G
Studio of time and experience
  C                F                 C
Here we experience the good and bad;
     G
What we have, and what we had -

[Chorus]
   C
This session (session),
               F
Not just another version (version).
                  C
Oh Lord, give me a session (session),
           G
Not another version (version)!

[Verse]
C                            F
They're so much stumbling blocks right in-a our way:
       C                     G
Monday, Tuesday, Wednesday, Thursday, Friday;
   C                 F             C                 G
There's so much wanting, so much gaining, so much have done.

[Chorus]
  C                       F
Too much little mix-up, in the mix-up, yes!
    C
Too much little mix up!
              G
Too much of this mix up - mix up!

[Verse]
C                F              C                  G
I was born in the country, right on top of the hill
C                   F             C
I still remain, I know I still, I will-a,
               G          C                 F           C          G
But through your f...in' respect and through your false pride
   C             F               C                 G
Someone wanna take Jah - Jah - Jah children for a ride!
   C      F               C               G
Shut up! Open the gate, and let the saints through.

[Chorus]
      C             F              C
Please make it a session (session);
    G              C
Not another version (version);
   F                C              G
Ooh, please make it a session (session);
 C         F      C          G
Not another version (version)!

[Verse]
C             F                  C             G
Hey, you been talkin' all your mouth full of lies,
  C        F           C              G
Sitting there toppling and, Lord, they criticize.
C          F             C            G
So through the eyes of the fool the deaf is wise,
C             F             C           G
And through the eyes of the wise the fool is size.

[Chorus]
C             F
Saying is too much mix up - mix up!
   C                   G
Saying is too much mix up - mix up!
C        F         C         G
I wanna clear the wheel once and for all;
C            F                  C             G
I wanna clear my wheels, I don't care who fall!
C                F               C             G
I gotta clear my wheels once and for all;
C         F          C           G
Clear my wheels, I don't care who fall - fall:
C        F         C          G
(Too much mix-up - mix-up!)

[Verse]
C        F              C        G
Hey! Mr. Music, why don't you wanna play?
C           F               C               G
Don't you know today is a bright holiday? Yeah! (holiday)
C         F            C               G
Some people waiting for the message that you bring,
C           F           C                 G
They listening to every word that you'll sing.

[Chorus]
C             F        C        G
Singing: (too much mix-up - mix-up -
C          F
(Too much little mix up!)
  C               G
Would you groove along now
C               F
(Too much mix up - mix up), yeah!
  C               G
Yes, would you groove along now
C              F
(Too much little mix-up!)
    C                  G
They just can't stop you know
C         F             C          G
(Too much mix-up - mix-up)! [fadeout]",81,Básico
86,Mr Chatterbox,"{'E', 'A', 'Bm', 'F#m'}","A F#m Bm E
A F#m Bm E

[Chords]
A          F#m     Bm             E
Mr. Chatterbox how long will you live?
A         F#m         Bm       E
Always to receive but never to give
A          F#m         Bm       E
Always carry news all over the place
A           F#m     Bm           E
Mr. Chatterbox you are a big disgrace

[Verse]
A               F#m
You cheek and you tounge
      Bm       E
A go let you down
              A         F#m
And a when them let you down
        Bm          E
We a go batter you around
A          F#m                 Bm                E
Bif, baf, boof, those are the blows you're gonna get
A         F#m       Bm             E
Mr. Talkative, I know you will regret

[Instrumental]
A F#m Bm E
A F#m Bm E
A F#m Bm E
A F#m Bm E

[Chords]
A          F#m     Bm             E
Mr. Chatterbox how long will you live?
A         F#m         Bm       E
Always to receive but never to give
A          F#m         Bm       E
Always carry news all over the place
A           F#m     Bm           E
Mr. Chatterbox you are a big disgrace

[Verse]
A               F#m
You cheek and you tounge
      Bm       E
A go let you down
              A         F#m
And a when them let you down
        Bm          E
We a go batter you around
A          F#m                 Bm                E
Bif, baf, boof, those are the blows you're gonna get
A         F#m       Bm             E
Mr. Talkative, I know you will regret

[Chords]
A          F#m     Bm             E
Mr. Chatterbox how long will you live?
A         F#m         Bm       E
Always to receive but never to give
A          F#m         Bm       E
Always carry news all over the place
A           F#m     Bm           E
Mr. Chatterbox you are a big disgrace

[Verse]
A               F#m
You cheek and you tounge
      Bm       E
A go let you down
              A         F#m
And a when them let you down
        Bm          E
We a go batter you around
A          F#m                 Bm                E
Bif, baf, boof, those are the blows you're gonna get
A         F#m       Bm             E
Mr. Chatterbox, I know you will regret

[Outro]
A         F#m       Bm             E
Uh Yeah Mr. Chatterbox
A         F#m       Bm             E
Uh Yeah Mr. Chatterbox
A         F#m       Bm             E
Uh Yeah",103,Básico
87,Mr. Chatterbox,"{'E', 'A', 'Bm', 'F#m'}","Intro 2x: A F#m Bm E

A          F#m     Bm             E
Mr. Chatterbox how long will you live?
A         F#m         Bm       E
Always to receive but never to give
A          F#m         Bm       E
Always carry news all over the place
A           F#m     Bm           E
Mr. Chatterbox you are a big disgrace
A               F#m
You cheek and you tounge
      Bm       E
A go let you down
              A         F#m
And a when them let you down
        Bm          E
We a go batter you around
A          F#m                 Bm                E
Bif, baf, boof, those are the blows you're gonna get
A         F#m       Bm             E
Mr. Talkative, I know you will regret",2240,Básico
88,My Cup,"{'C', 'F', 'Am', 'G'}"," C | Am | F | G ... chorus
 Am | Am | F | G | C | F | C | F | C | F | C | F verse
 Am | Am | G | G | Am | Am | Am | Am
G | G | Am | Am | G | G | Am | Am bridge

my cup is running over and I don't know what to do
my cup is running over and I don't know what to do

no I don't know, no I don't know
yes, I've got to cry, cry, cry
people let me cry, cry, cry
said I fell a little bit better if only I got to cry, cry, cry

now that I lost you
I've lost the best friend that I ever knew
now that I realize it makes me so sad",9676,Básico
89,Natty Dread,"{'Bm', 'F#m', 'C#m', 'D', 'A'}","Intro: Bm    C#m    Bm   C#m

A  D  F#m  Bm 
Dread natty dread now 
A  D  F#m  Bm
Dreadlock congo bongo I
A  D  F#m  Bm 
Natty dreadlock in a babylon
A  D  F#m  Bm 
A dreadlock congo bongo I
A  D  F#m  Bm 
Children get your culture 
A  D  F#m  Bm
And don't stay there and gesture
A  D  F#m  Bm
Oh the battle will be hotter
A  D  F#m  Bm
And you won't get no supper

A  D  F#m  Bm
Natty dread, natty dread now
A  D  F#m  Bm
A dreadlock congo bongo I
A  D  F#m  Bm
Natty dreadlock in a babylon
A  D  F#m  Bm
Roots natty roots natty

A  D  F#m  Bm
Then I walk up the first street
A  D  F#m  Bm
And then I walk up the second street to see
A  D  F#m  Bm
Then I trod on thru third street
A  D  F#m  Bm
And then I talk to some dread on fourth street
A  D  F#m  Bm
Natty dreadlock in a fifth street
A  D  F#m  Bm 
And then I skip one fence to sixth street
A  D  F#m  Bm
I've got to reach seventh street
A  D  F#m  Bm
Natty dreadlock congo bongo I
A  D  F#m  Bm 
Natty dread, natty dread now
A  D  F#m  Bm 
Roots natty congo I
 
Bm   C#m
Oh, natty, natty,
Bm   C#m 
Natty 21,000 miles away from home,
Bm   C#m
Oh, natty, natty,
Bm   C#m
And that's a long way
Bm   C#m 
For natty to be from home

A  D  F#m  Bm
Don't care what the world seh
A  D  F#m  Bm 
I and I couldn't nevergo astray
A  D  F#m  Bm
Just like a bright and sunny day
A  D  F#m  Bm
Oh we're gonna have things our way
A  D  F#m  Bm
Natty dread, natty dreadlock
A  D  F#m  Bm
Dreadlock congo, bongo I
A  D  F#m  Bm
Don't care what the world seh
A  D  F#m  Bm
I and I gonna have things ourway
A  D  F#m  Bm
If a egg natty in a the red",43563,Básico
90,Natural Mystic,"{'Am', 'G', 'Dm'}","[Intro] Am

        Dm
There's a natural mystic
  G                 Am
Blowing through the air
        Dm            G               Am
If you listen carefully now you will hear
            Dm            Am
This could be the first trumpet
          Dm          Am
Might as well be the last
      Dm                Am
Many more will have to suffer
    Dm         G           Am
Many more will have to die
   Dm       Am
Don't ask me why
  Dm                  G                 Am
Things are not the way, they used to be
        Dm       Am 
I won't tell, no lie

        Dm          G             Am
One and all got to face, reality now
  Dm                     Am
Though I try to find the answer
   Dm                     Am
To all the questions they ask
  Dm                  Am
Though I know it's impossible
    Dm         G            Am
To go living through the past
    Dm         Am
Don't tell no lie
        Dm
There's a natural mystic
  G                 Am
Blowing through the air
       Dm       Am
Can't keep them down

        Dm            G               Am
If you listen carefully now you will hear
        Am
Such a natural mystic
           Am
Blowing through the air

            Dm            Am
This could be the first trumpet
          Dm          Am
Might as well be the last
      Dm                Am
Many more will have to suffer
      Dm        G         Am
Many more will have to die
    Dm       Am
Don't ask me why

        Dm
There's a natural mystic
  G                 Am
Blowing through the air
        Dm      Am
I won't tell no lie
        Dm               G             Am
If you listen carefully now, you will hear
        Dm
There's a natural mystic
  G                 Am
Blowing through the air

Such a natural mystic

Blowing through the air

Such a natural mystic

Blowing through the air
",346450,Básico
91,Nice Time,"{'C#', 'F#', 'D#m', 'A#m', 'G#'}","Intro: F# F# G#

C#   A#m  D#m   G#      C#
Long time we no have no nice time
C#        A#m           D#m      G#   C#
  Do you, do you, do yah, think about that!


C#   A#m  D#m   G#      C#
Long time we no have no nice time
C#        A#m           D#m      G#   C#
  Do you, do you, do yah, think about that!


F#           C#     G#
  This is my heart
   C#
To rock you steady
F#           C#     G#
  I'll give you love
   C#
The Time you're ready
F#           C#
This little heart in me
G#        C#
Just won't let me be
F#        C#
I'm just a rockin' now
G#
Won't you rock with me?



C#   A#m  D#m   G#      C#
Long time we no have no nice time
C#        A#m           D#m      G#   C#
  Do you, do you, do yah, think about that!


C#   A#m  D#m   G#      C#
Long time we no have no nice time
C#        A#m           D#m      G#   C#
  Do you, do you, do yah, think about that!",11424,Intermediário
92,No More Trouble,"{'Em', 'Am', 'Dm'}","Intro: Am

Am
We don't need) No, we don't need (no more trouble) 
No more trouble!
                                Dm  Em  Am
(We don't need no more trouble)                
Dm  Em  Am
         uoh! oooh...


[A partir daqui começa a batida mais comum no reggae]
Am
(We don't need)We don't need(no more)trouble!
We don't need no trouble!

(We don't need no more trouble)
Make love and not war!
'Cause we don't need no trouble
What we need is love (love)
To guide and protect us on (on)
If you hope good down from above (love)
Help the weak if you are strong now (strong)

Dm                         Dm  Em  Dm
   We don't need no trouble
Dm                               Em
   What we need is love  Oh, no!

Am
We don't need, we don't need, no more trouble!
Lord knows, we don't need no trouble!

(We don't need) We don't need trouble (no more trouble)
No more trouble, no more trouble!
Speak happiness! (Sad enough without your woes)                                    
Come on, you all, and speak of love 
(Sad enough without your foes)  
Oh Yeah!

Dm                         Dm  Em  Dm
   We don't need no trouble 
Dm                         Em
   What we need is love now 

Am
(We don't need) Oh, we don't need no more trouble!
We don't need, no, we don't need no trouble!
We don't (need), no brothers and sisters, 
(no more trouble!)
We don't need no trouble

Dm                          Dm  Em  Dm
   We don't need no trouble 
Dm                      Em
   What we need is love 

Am
We don't need, we don't need, no, 
we don't need no more trouble
We don't need no more trouble!
Troubles, we don't need (we don't need), Lord knows!
We don't need no more war (no more trouble)!
No more trouble, 
We don't need no more, more trouble!",68522,Iniciante
93,No Woman No Cry,"{'C/E', 'F', 'G4/B', 'C', 'Am', 'F7M'}","[Intro] C  G4/B  Am  F7M
        C  F7M  C/E  C

[Tab - Intro]

  C        G4/B       Am       F
E|-------------------------------0---------|
B|----1----0--1--0-------1--x--1---x-------|
G|----0----0-------0-----2--x--2---x-------|
D|--2---2--0-------------2--x--3---x--0----|
A|3--------2----------0-----x------------0-|
E|-----------------------------------------|

  C         C  C/E  C
E|-----------------------------------------|
B|----1-----1--1----------1----------------|
G|----0-----2--0----------0----------------|
D|--2---2---3--2--0-----2---2--------------|
A|3------------------3-----------0-2-------|
E|-----------------------------3-----3-----|

[Refrão]

[Tab - Refrão]

  C        G4/B       Am       F
E|-------------------------------0---------|
B|----1----0--1--0-------1--x--1---x-------|
G|----0----0-------0-----2--x--2---x-------|
D|--2---2--0-------------2--x--3---x--0----|
A|3--------2----------0-----x------------0-|
E|-----------------------------------------|

  C         C  C/E  C
E|-----------------------------------------|
B|----1-----1--1----------1----------------|
G|----0-----2--0----------0----------------|
D|--2---2---3--2--0-----2---2--------------|
A|3------------------3-----------0-2-------|
E|-----------------------------3-----3-----|

C     G4/B      Am  F7M
  No woman no cry
 C  F7M  C/E      C
No wo___man  no cry

C     G4/B      Am  F7M
  No woman no cry
 C  F7M  C/E      C
No wo___man  no cry

[Primeira Parte]

[Tab - Primeira Parte]

C         G4/B      Am      F7M
E|-------------------------------0---------|
B|-1--1------1--1------1---1---1-----------|
G|-0--0------0--0------2---2---2-----------|
D|-2--2------0--0------2---2---3----0------|
A|-3--3--3---2--2--2---0---0----------0----|
E|-----------------------------------------|

C          G4/B    Am             
  Say I remember when
            F7M
We used to sit
C             G4/B         
  In a government yard
     Am       F7M
In Trenchtown
C         G4/B             
  Oba, observing
     Am        F7M
The hypocrites
         C            G4/B          
As they would mingle with
                    Am  F7M
The good people we meet

C                  G4/B
  Good friends we have
     Am                   F7M
Oh, good friends we have lost
C   G4/B     Am  F7M
  Along the way
C                G4/B
  In this great future
     Am                F7M
You can't forget your past
C              G4/B     Am  F7M
  So dry your tears, I seh

[Refrão 2]

C     G4/B      Am  F7M
  No woman no cry
 C  F7M  C/E      C
No wo___man  no cry

G4/B                Am            
     Little darling
            F7M
Don't shed no tears
 C  F7M  C/E      C
No wo___man  no cry

[Segunda Parte]

C           G4/B    
  Said I remember
  Am             F7M
When we used to sit
C               G4/B       
  In the government
          Am       F7M
Yard in Trenchtown
C           G4/B         
  And then Georgie
       Am            F7M
Would make the fire lights
          C          G4/B                 
As it was,  logwood burning'
             Am    F7M
Through the nights

C                G4/B               
  Then we would cook
     Am           F7M
Cornmeal porridge
C                 G4/B      Am  F7M
  Of which I'll share with you
C     G4/B      Am          F7M
  My feet is my only carriage
C              G4/B         Am
  So I've got to push on through
           F7M
But, while I'm gone, I mean

C                     G4/B
  Everything’s gonna be alright
Am               F7M
   Everything’s gonna be alright
C                     G4/B
  Everything’s gonna be alright
Am               F7M
   Everything’s gonna be alright

[Refrão]

C     G4/B      Am  F7M
  No woman no cry
 C  F7M  C/E      C
No wo___man  no cry

C     G4/B      Am  F7M
  No woman no cry
 C  F7M  C/E      C
No wo___man  no cry",1418248,Intermediário
94,One Cup Of Coffee,"{'A', 'G', 'D'}","Intro:  D  A  D  G  D  A  D

 D                                                                 A
One cup of coffee, then I'll go;Though I just dropped by to let you know
         D                              G
That I'm leaving you tomorrow;I'll cause you no more sorrow:
D          A                 D
One cup of coffee, then I'll go.
D                                                                                          A
I brought the money like the lawyer said to do,But it won't replace the eartache I caused you;
D                                       G
It won't take the place of lovin' you, I know,
D             A                 D
So one cup of coffee, then I'll go.

Solo: D  A  D  G  D  A  D

G                               D
Tell the kids I came last night And kissed them while they slept;
G                             D                                   A
Make my coffee sweet and warm Just the way you used to lie in my arms.
D                                              D                                             A
I brought the money like the lawyer said to do,But it won't replace the eartache I caused you;
D                                        G
It won't take the place of lovin' you, I know,
   D          A                 D
So one cup of coffee, then I'll go.
   D          A                 D
one cup of coffee, then I'll go.
   D          A                 D
one cup of coffee, then I'll go.
",9377,Básico
95,One Drop,"{'C', 'Am', 'G', 'Dm'}","[Intro] C  Am  Dm  G

E|---------------------------------|
B|---------------------------------|
G|---------------------------------|
D|---------------------------------|
A|-------3-3-----------3-5---------|
E|--3-5-----------3-5--------------|

               C        Am
Feel it in the one drop
            Dm                G
And we'll still find time to rap
                 C       Am
We're making the one stop
  Dm
The generation gap
G                C       Am
  So feel this drum beat
Dm              G
As it beats within
             C    Am
Playing a rhythm 
   Dm                  G
Resisting against the system
     C               Am           Dm
Ooh-we I know JAH'd never let us down
                   G        C
Pull your rights from wrong
              Am            Dm
I know JAH'd never let us down
           G
Oh no! oh no! oh no

C                        Am
 They made the world so hard
      Dm                    G
Everyday we got to keep on fighting
C                        Am
 They made the world so hard
      Dm                 G
Everyday the people are dying yeah
C                  Am    Dm
 From hunger and starvation
G             C
  Lamentation
                Am        Dm
But read it in Revelation
                  G
You'll find your redemption
              C
And then you give us the the teaching of 
     Am
His Majesty
           Dm               G
For we no want no devil philosophy
              C
And then you give us the the teaching of 
     Am
His Majesty
           Dm               G
For we no want no devil philosophy

               C        Am
Feel it in the one drop
            Dm                G
And we'll still find time to rap
                 C       Am
We're making the one stop
  Dm
The generation gap
G                C       Am
  So feel this drum beat
Dm              G
As it beats within
             C    Am
Playing a rhythm 
   Dm                  G
Resisting against the system
     C               Am           Dm
Ooh-we I know JAH'd never let us down
                   G        C
Pull your rights from wrong
              Am            Dm
I know JAH'd never let us down
           G
Oh no! oh no! oh no

( C  Am  Dm  G )
( C  Am  Dm  G )
( C  Am  Dm  G )
( C  Am  Dm  G )

              C
And then you give us the the teaching of 
     Am
His Majesty
           Dm               G
For we no want no devil philosophy
              C
And then you give us the the teaching of 
     Am
His Majesty
           Dm               G
For we no want no devil philosophy

               C        Am
Feel it in the one drop
            Dm                G
And we'll still find time to rap
                 C       Am
We're making the one stop
  Dm
The generation gap
G                C       Am
  So feel this drum beat
Dm              G
As it beats within",141167,Básico
96,One Love,"{'G#m', 'B', 'E', 'F#'}","[Intro] B  F#  E  B  F#  B

[Refrão]

B
  One love
F#
  One heart
 E           B          F#       B
Let's get together and feel all right

B
  One love
F#
  One heart
       E
Give thanks and praise
        B               F#       B
To the lord and I will feel all right
 E           B
Let's get together
     F#       B
And feel all right

[Primeira Parte]

B               G#m
  Let them all pass all their
E          B
  Dirty remarks 
B                G#m
  There is one question
     E      F#     B
I'd really love to ask
             G#m
Is there a place for the   
E           B
  Hopeless sinners
                     G#m
Who has hurt all mankind just
   E   F#      B
To    save his own beliefs

[Refrão]

B
  One love 
F#
   One heart
 E           B          F#       B
Let's get together and feel all right
B
  One love
F#
   One heart
       E
Give thanks and praise
        B               F#       B
To the lord and I will feel all right
 E           B
Let's get together
     F#       B
And feel all right

[Primeira Parte]

B              G#m
  Let's get together to fight
  E            B
This holy armagiddyon 
                 G#m              E   F#
So when the man comes there will be  no
    B
No doom 
               G#m
Have pity on those whose
  E             B
Chances grows t'inner
                        G#m
There ain't no hiding place
          E     F#    B
From the father of creation

[Refrão Final]

B
  One love
F#
   One heart
 E           B          F#       B
Let's get together and feel all right
B
  One love
F#
   One heart
       E                       B
Give thanks and praise to the Lord
            F#       B
And I will feel all right
 E           B          F#       B
Let's get together and feel all right
       E                       B
Give thanks and praise to the lord
       F#            B
And I will feel all right
 E           B          F#       B
Let's get together and feel all right",623771,Intermediário
97,One Love / People Get Ready (Medley),"{'F', 'B', 'Bb', 'Gm', 'Eb'}","[Intro] Bb  F  Eb  B  F  Bb

Bb
  One love
F
  One heart
 Eb          Bb         F        Bb
Let's get together and feel all right
                          Bb
(Hear the children cryin')  One love
                          F
(Hear the children cryin')  One heart
       Eb
Give thanks and praise
        Bb              F        Bb
To the lord and I will feel all right (sayin')
 Eb          Bb
Let's get together
     F        Bb
And feel all right

Bb              Gm
  Let them all pass all their
Eb         Bb
  Dirty remarks (one love)
Bb               Gm
  There is one question
     Eb     F      Bb
I'd really love to ask (one heart)
             Gm
Is there a place for the   
Eb          Bb
  Hopeless sinners
                     Gm
Who has hurt all mankind just
   Eb  F       Bb
To    save his own beliefs

Bb
  One love (What about the one heart?)
F
   One heart (What about the, oh)
 Eb          Bb         F        Bb
Let's get together and feel all right
                            Bb
(As it was in the beginning)  One love
                           F
(So shall it be in the end)  One heart (alright)
       Eb                 Bb
Give thanks and praise o the lord
           F        Bb
And I will feel all right
 Eb          Bb
Let's get together
     F        Bb
And feel all right

(One more thing)

Bb             Gm
  Let's get together to fight
  Eb           Bb
This holy armagiddyon (one love) 
                 Gm               Eb  F
So when the man comes there will be  no
    Bb
No doom (one song) 
               Gm
Have pity on those whose
  Eb            Bb
Chances grows t'inner
                        Gm
There ain't no hiding place
          Eb    F     Bb
From the father of creation (sayin')
 
Bb
  One love (What about the one heart?)
F
   One heart (What about the)
 Eb          Bb         F        Bb
Let's get together and feel all right
                         Bb
(I'm pleadin' to mankind)  One love
F
   One heart
       Eb                      Bb
Give thanks and praise to the Lord
            F        Bb
And I will feel all right
 Eb          Bb         F        Bb
Let's get together and feel all right
       Eb                      Bb
Give thanks and praise to the lord
       F             Bb
And I will feel all right
 Eb          Bb         F        Bb
Let's get together and feel all right",95544,Básico
