,title,chords,lyric,views,difficulty
35,Crazy Baldhead,"{'Bm', 'F#m'}","Baixo:

G---------------------------------
D--------------------------------- 
A----------2-0-2-0--------------
E--2-2-2--------------------------

Guitarra:

    (F#m Bm) 
    Them crazy, them crazy
    We gonna chase those crazy
    Baldheads out of town
    Chase those crazy bladheads
    Out of town

    I and I build the cabin
    I and I plant the corn
    Didn't my people before me
    Slave for this country
    Now you look me with a scorn
    Then you eat up all my corn

    We gonna chase those crazy baldheads
    Chase them crazy
    Chase those crazy baldheads out of town

    Build your penitentiary, we build your school
    Brainwash education to make us the fools
    Hate is your reward for our love
    Telling us of your God above

    We gonna chase those crazy
    Chase those crazy bunkheads
    Chase those crazy baldheads out of town

    Here comes the conman
    Coming with his con plan
    We won't take no bribe, we got to stay alive

    We gonna chase those crazy
    Chase those crazy baldheads
    Chase those crazy baldheads out of tow",72112,
36,Crazy Baldheads,"{'Bm', 'F#m'}","...CRAZY BALDHEAD... by Bob Marley
E|--------------------..............|

*from 'Positive Vibration' (1976)*


Chords:
F#m    xx4222
Bm     xx4432


[Intro]

F#m   Bm
 Ooh!
F#m   Bm
 Ooh!
F#m          Bm
 Them crazy,
F#m          Bm
 Them crazy.

[Chorus 1]

         F#m               Bm               F#m   Bm
We gonna chase those crazy baldheads out of town,
F#m                Bm                   F#m   Bm
 Chase those crazy baldheads out of our town

[Verse 1]

F#m            Bm     F#m             Bm
 I'n'I build a cabin, I'n'I plant the corn.
F#m                  Bm       F#m                 Bm
 Didn't my people be-fore me, slave for this coun-try?
        F#m               Bm              F#m           Bm
Now you look me with that scorn, then you eat up all my corn.

[Chorus 2]

         F#m               Bm         F#m              Bm
We gonna chase those crazy baldheads, chase them crazy,
F#m                Bm               F#m   Bm
 Chase those crazy baldheads out of town.

[Verse 2]

(Scat Singing)

F#m  Bm

[Verse 3]

F#m              Bm        F#m           Bm
 Build your peni-tentiary; we build your schools,
F#m            Bm      F#m            Bm
 Brainwash edu-cation; to make us the fools.
F#m                  Bm
 Hate is your reward for our love,
F#m                 Bm
 Telling us of your God above.

[Chorus 3]

         F#m               Bm
We gonna chase those crazy,
F#m               Bm
 Chase them crazy,
F#m                Bm               F#m   Bm
 Chase those crazy baldheads out of town.

[Instrumental Break]

F#m  Bm

[Chorus 4]

         F#m               Bm
We gonna chase those crazy,
F#m                Bm
 Chase those crazy bunkheads,
F#m                Bm               F#m   Bm
 Chase those crazy baldheads out of town.

[Verse 4]

F#m             Bm      F#m             Bm
 Here comes the conman; coming with his con plan.
F#m              Bm      F#m                 Bm
 We won't take no bribe; we've got to stay a-live.

[Chorus 5]

         F#m               Bm
We gonna chase those crazy,
F#m               Bm
 Chase them crazy,
F#m                Bm               F#m   Bm
 Chase those crazy baldheads out of town.
",435,Iniciante
37,Crisis,"{'Bm', 'F#m', 'C#m', 'D', 'E7'}","Intro:  F#m        C#m       F#m    E7
 
(D            C#m      F#m           Bm )
They say the sun, shines for all 
But in some people world, it never shine at all 
They say love is a stream, that will 
Find its course 
Some people life is a dream 
So they making matters worse 
 
F#m                                                          E7
But no matter what the crisis is (repeat) 
(F#m
Doing it, doing it, doing your thing 
C#m
Give JAH all the thanks and praises 
F#m
Giving it it, giving it, giving it 
E7
Give JAH all the thanks and praises 
 
(D            C#m      F#m           Bm )
So much have been said, so little been done 
They still killing, killing the people 
And they having, having, having lots of fun 
Killing the people, having their fun 
They just want to be the leader 
In the house of the rising sun 
But no matter what the crisis is (repeat) 
Do your, live it up, live it up, live it up 
Give JAH all the thanks and praisess 
Live it up, live it up, live it up, live it up 
Give JAH all the thanks and praises 
 
They say the sun, shines for all 
But in some people's world, it never shines at all 
They say love is a stream, that will 
Find its course, and every river runs to sea 
Some people still think life is a dream 
So they making matters worse 
 
No matter what the crisis is (repeat) 
Do it, live it up, live it up, live it up 
Give JAH all the thanks and praises 
Live it up, live it up, live it up, live it up 
Give JAH all the thanks and praises (repeat) 
His mercies endureth for ever yeah 
Oh children, come and give JAH 
Give JAH all the thanks and praises (repeat) 
ualot of ram to browser.",13744,Básico
38,Cry To Me,"{'C', 'Am'}","C        Am 
Cry to me now! 
C        Am 
Cry to me yeah! 
              C                      Am 
You're gonna walk back through the heartaches 
              C                     Am 
You're gonna walk back through the pain 
              C                  Am 
You're gonna shed those lonely teardrops 
      C                       Am 
The reaction of your cheating game 
 
You've got to cry to me yeah! 
You've got to cry to me now 
Lord knows how I get from the heartaches 
Lord that leadeth me yeah! 
And now I'm by the still water 
 
You've got to cry to me yeah! 
Cry to me now 
You've got to cry to me yeah! 
You're gonna spend those lonely hours 
 
You're gonna shed those lonely tears 
Walk back through the heartaches 
Walk back through the pain 
Shed those lonely teardrops 
Reaction of your cheating game",30125,Iniciante
39,Dewdrops,"{'Em', 'C', 'G7', 'D', 'G'}","

G                       Em 
I've been searching the whole darn day
C                       G
For the little woman of mine, mine, mine, mine!
G                       Em
Someone told me I could find her here, 
        C - D          G
but it seems she dissappear.

G                       Em
I've been searching the whole darn day,
C                G  
Night is drawing nigh,
G           Em
I think I'd better go home,
C -     D      G  
Try again.

G                 Em
When I reach that railroad station
C                 G          G7
I missed the last train, and then it
C          G        C             G
Seems like dewdrops gonna fall on me. Yes, it 
C          G          C  -   D      G     
seems like tear drops gonna call on me, now.

G                    Em
Said I'd better make up my mind,
C               G
What am I gonna do-hoo-hoo-hoo?
G          Em
Am I gonna rest up here
   C          D       G
Or am I gonna push on through?

G                        Em
My mind said hey man you hit the road!
C                       G
Down there I missed the track, track, track, 
G         Em                  C              D     G         G7
I'm lost! Lord I'm lost yeah, love is such a heavy load, and then,

C                    G
For crying out loud, come back to me,
C                    G
For crying out loud, hear my plea,
C                    G            Em
For crying out loud, come back to me-
G                        Em
Why do you treat me so bad,
C          D           G
Why do you treat me so bad?

Fade out:
G - Em - C - G - ",11258,Básico
40,Do It Twice,{'Am'},"
Intro:
                             Am
e|-----------------------------0---|
B|---5--3-5-6--5-3-1-3-5-3--1--1---| 2X
G|-----------------------------2---|


[G]you know that i lo[C]ve you    [G]baby but you just won't let [C]me
[G]you know that i lo[C]ve youuuu [G]baby but you just won't let [C]me,cuz every 
[G]morning i get up, i [Em]sip my cup my [C]eyes get red...no one to [G]help me
[G]one more thing i'd [Em]like to say [C]baby but you just won't let [G]me
it's [G]baby [C]your so nice, [G]i'd like to do the [C]same thing twice
     [G]baby [C]your so nice, [G]i'd like to do the [C]same thing twice
    i[G]luuuu[C]uuuuuv you so [G]much   sooo[C]oooo
    i[G]luv you [C]i luv you so [G] much so [C] much yea yea yeah
[G] and [C] for a while over organ
[G]i live in the [C]woods alone, i [G]need your company, [C]company
[G]BABY..........[C]woods alone, i [G]need your company, [C]yeah, cuz every
[G]morning i get up, i [Em]sip my cup, my [C]eyes get red...no one to [G]help me
[G]one more thing i'd [Em]like to say here [C]baby but you just won't let [G]me
it's [G]baby [C]your so nice, [G]i'd like to do the [C]same thing twice
     [G]baby [C]your so nice, [G]i'd like to do the [C]same thing twice
    i[G]luuuu[C]uuuuuv you so [G]much,    soo [C]much",16509,Básico
41,Dreamland,"{'C', 'F', 'Am', 'G'}","
INTRO: C Am C Am 

C                       G 
There's a land that I have heard about  
      F             C 
So far across the sea  
C                       G 
There's a land that I have heard about  
     F              Am 
So far across the sea  
C                 G            
To have you all, my dreamland  
F                               C 
Would be like heaven to me  
C               G 
To have you all, my dreamland  
      F                 Am 
Would be like heaven to me  
      C                         Am 
We'll get our breakfast from the tree  
    C                           Am 
We'll get our honey from the bees  
    C                           Am 
We'll take a ride on the waterfalls  
   C                            Am 
And all the glories, we'll have them all  
C                       G 
And we'll live together on that dreamland  
  F                     C 
And have so much fun  
C                       G 
And we'll live together on that dreamland  
  F             Am 
And have so much fun  
C                       Am 
Oh, what a time that will be  
C                               Am 
Oh yes, we'll wait, wait, wait and see  
C                               Am 
We'll count the stars up in the sky 
C                               Am 
AND SURELY WE'LL NEVER DIE 
C                               Am 
AND SURELY WE'LL NEVER DIE ",13281,Básico
42,Duppy Conqueror,"{'C', 'F', 'Am', 'G'}","intro: C F G F

C F G F
Yes me friend
We de a street again
Yes me friend (me good friend)
Them say we're free again
The bars could not hold me
Force could not control me, now
They try to keep me down
But Jah put I around
Yes, I've been accused (many a times)
And wrongly abused, now
But through the powers of the most-high
They've got to turn me loose
Am                    C
Don't try to cold me up on this bridge, now
                         Am
I've got to reach mount zion -
      C
The highest region
Am
So if you're a bull-bucker,
C                      G
Let me tell you this -

I'm a duppy conqueror, conqueror!
C F G F
Yes me friend (me good friend)
We de a street again
Yes me friend (me good friend)
Them say we're free again
Am
So don't try to cold me up on this bridge, now
Am
I've got to reach mount zion -
C
The highest region
Am
So if you're a bull-bucker,
                        G
Let me tell you this -
I'm a duppy conqueror, conqueror!

C F G F
Yes me friend
Them say we're free again, oh, oh yeah!
Yes me friend
Them set me free again",24182,Básico
43,Easy Skanking,"{'Bb', 'Gm', 'Eb', 'Dm'}","[Intro]

  Bb
Easy skanking, (skanking it easy)
  Gm
Easy skanking, (skanking it slow)   
  Bb
Easy skanking, (skanking it easy)
  Gm
Easy skanking, (skanking it slow)   

[Primeira Parte]

           Bb
Excuse me while I light my spliff
         Eb
Oh God I got to take a lift
          Bb
From reality I just can't drift
         Eb
That's why I am staying with this riff

[Refrão]

            Bb
Take it easy, (easy skanking)
                   Gm
Lord now take it easy, (easy skanking)
          Bb
Take it easy, (easy skanking)
                 Gm
Got to take it easy,  See...

[Ponte]

Eb                  Dm
   We're taking it easy, (Ooh, wah, da, da, da)
Eb                   Dm
   We're taking it slow, (Ooh, wah, da, da, da)
Eb            Dm
   Taking it easy (easy)
Eb                Dm
   Got to take it slow so...

            Bb
Take it easy, (easy skanking)
                   Gm
Lord now take it easy,
               Bb
Could you be easy, (easy skanking)
                 Gm
Got to take it easy

[Segunda Parte]

Bb 
Excuse me while I light my spliff
          Eb
Oh GOD I gotta take a lift
Bb
From reality I just can't drift
        Eb
That's why I am staying with this riff

[Refrão]

          Bb
Take it easy, (taking it easy) 
                Gm
Got to take it easy, (taking it slow)
Bb
Take it easy, (taking it easy)
                 Gm
Skanky take it easy, (taking it slow)

[Ponte]

               Eb           Dm
Tell you what herb for my wine (Ooh, wah, da, da, da)
Eb             Dm
Honey for my strong drink (Ooh, wah, da, da, da)
Eb            Dm
Herb for my wine
Eb             Dm
Honey for my strong drink. I'll...

[Final]

Bb                        Gm
Take it easy, taking it easy
Take it easy, skanking it slow
Take it easy, taking it easy
Take it easy, skanking it slow",95593,Básico
44,Exodus,"{'E', 'G'}","[Intro]
E|----------------------------------------------------------------------|
B|-------------------------------------13-13----------------------------|
G|2-0-2-5-5-2-0-2-0-0-------------10h12-----12-10-10-10-10-10h12-12-----|
D|--------------------7(| let ring)*------------------------------------|
A|----------------------------------------------------------------------|
E|----------------------------------------------------------------------|

  ""Exodus!""              ""movement of jah people""
E|----------------------------------------|
B|----------------------------------------|
G|2-2-2-2-5-0-0-0-2-2-2-2-5-5-7-7-9-0-0-2-|
D|----------------------------------------|
A|----------------------------------------|
E|----------------------------------------|

""Open your eyes and let me tell you this""

(Repeat this through da verse)
E|------------------|
B|------------------|
G|2-2-2-2-5-0-0-0-2-|
D|------------------|
A|------------------|
E|------------------|

(Verse)
Men and people will fight you down (tell me why?)
When you see jah light (ha ha ha ha ha ha)
Let me tell you, if you're not wrong (then why?)
Ev'rything is alright
So we gonna walk, alright, through the roads of creation
We're the generation (tell me why)
Trod through great tribulation

(Chorus)
  ""Exodus!""              ""movement of jah people""
E|----------------------------------------|
B|----------------------------------------|
G|2-2-2-2-5-0-0-0-2-2-2-2-5-5-7-7-9-0-0-2-|
D|----------------------------------------|
A|----------------------------------------|
E|----------------------------------------|

(Repeat this through da verse)
E|------------------|
B|------------------|
G|2-2-2-2-5-0-0-0-2-|
D|------------------|
A|------------------|
E|------------------|

(Verse)
Open your eyes and look within
Are you satisfied with the life you're living?
We know where we're going; we know where we're from
We're leaving babylon, we're going to our fatherland
(1-2-3-4)

(Chorus) (one as many times as ya need to but with some cool as variations in
And hammer ons)
  ""Exodus!""              ""movement of jah people""
E|----------------------------------------|
B|----------------------------------------|
G|2-2-2-2-5-0-0-0-2-2-2-2-5-5-7-7-9-0-0-2-|
D|----------------------------------------|
A|----------------------------------------|
E|----------------------------------------|

Send us another brother moses (gonna cross the red sea!)
(Do this twice)
E|------------------|
B|------------------|
G|2-2-2-2-5-0-0-0-2-|
D|------------------|
A|------------------|
E|------------------|
Send us another brother moses (gonna cross the red sea!)
(Do this twice)
E|------------------|
B|------------------|
G|2-2-2-2-5-0-0-0-2-|
D|------------------|
A|------------------|
E|------------------|

Exodus, movement of jah people
Exodus, exodus, exodus, exodus
Exodus, exodus, exodus, exodus
Move! move! move! move! move! move!

E|5-5-5-5-8-3-3-3-5-|
B|------------------|
G|------------------|
D|------------------|
A|------------------|
E|------------------|",77514,Básico
45,Forever Loving Jah,"{'Bm', 'F#m', 'C#7'}","(intro 2x) F#m  Bm  C#7

F#m                     Bm C#7
We'll be forever loving Jah
F#m                     Bm  C#7
We'll be forever loving Jah

                  F#m                Bm       C#7
Some they say see them walking up the street
                   F#m               Bm               C#7
They say we are going wrong to all the people we meet
          F#m                         Bm     C#7
But we won't worry, we won't shed no tears
            F#m           Bm           C#7
We found a way to cast away the fears
Forever Yeah!

F#m                     Bm
We'll be forever loving Jah
           C#7
We'll be forever
F#m                     Bm
We'll be forever loving Jah
        C#7
Forever yes and forever
F#m                      Bm                      C#7
We'll be forever loving Jah, there'll be no end

           F#m         Bm         C#7
So old man river don't dry for me
              F#m                        Bm  C#7
I have got a running stream of love you see
                   F#m           Bm     C#7
So no matter what stages, oh stages, stages
               F#m                      Bm   C#7
Stages they put us thru we'll never be blue
              F#m          Bm       C#7
No matter what rages, oh rages, changes.
                  F#m                   Bm
Rages they put us thru, we'll never be blue
      C#7
We'll be forever yeah!

F#m                     Bm
We'll be forever loving Jah
           C#7
We'll be forever
F#m                      Bm
We'll be forever loving Jah
         C#7            F#m
Forever and ever and forever
        Bm            C#7
Cause there is no end

              F#m    Bm        C#7
Cause only a fool lean up on, lean upon
                 F#m     Bm   C#7
His own misunderstanding
                   F#m             Bm              C#7
And what has been hidden from the wise and the prudent,
                  F#m
Been revealed to the babe and the suckling
          Bm             C#7
In every thing, in every way I say

F#m                      Bm
We'll be forever loving Jah
            C#7
We'll be forever
F#m                      Bm     C#7
We'll be forever loving Jah

                   F#m    Bm      C#7                   F#m
Cause just like a tree planted planted by the river of water
               Bm             C#7     F#m
That bringeth forth bringeth forth, fruits in due season
                Bm               C#7
Every thing in life got its purpose
            F#m            Bm      C#7
Find its reason in every season, forever Yeah!

F#m                      Bm
We'll be forever loving Jah
            C#7
We'll be forever
F#m                       Bm
We'll be forever loving Jah
          C#7
On and on and on
F#m                      Bm
We'll be forever loving Jah",80751,Básico
46,Fussing And Fighting,"{'Ab7', 'Bb', 'Cm', 'Eb'}","Cm 
Why's this fussing and a-fighting?  
        Eb     Bb           Cm 
I wanna know, Lord, I wanna know  
 
Why's this bumping and a-boring?  
         Eb    Bb            Cm  
I wanna know, Lord, I wanna know now  
Eb                Bb                         Ab7 
We should really love each other (love each other)  
                  Bb 
In peace and harmony (peace and harmony), ooh  
Eb              Bb                                Ab7 
Instead, we're fussing and fighting (fussing and fighting)  
              Bb 
And them workin' iniquity (... iniquity)",13712,Básico
47,Ganja Gun,"{'Em', 'Am', 'Dm'}","Intro: Am  Dm  Am  Em

Am                         Dm              Am Em
I'm gonna smoke'a de ganja until I go blind.
        Am                         Dm    Am Em
You know I smoke'a de ganja all a de time.
Am                         Dm          Am Em
Smoke'a de ganja when I'm with friends.
Am                         Dm               Am Em
We gonna smoke'a de ganja until the very end.

Am      Dm   Am    Em
Whoo-oo Ganja ganja
Am      Dm   Am   Em
Whoo-oo Ganja gun
Am      Dm   Am    Em
Whoo-oo Ganja ganja
Am      Dm   Am   Em
Whoo-oo Ganja gun

Am      Dm   Am    Em
Whoo-oo Ganja ganja
Am      Dm   Am   Em
Whoo-oo Ganja gun
Am      Dm   Am    Em
Whoo-oo Ganja ganja
Am      Dm   Am   Em
Whoo-oo Ganja gun

Am                      Dm Am Em
Smoke'a de ganja every day
        Am                         Dm           Am Em
Ya you gonn' smoke'a de ganja in many different ways
        Am                         Dm               Am                         Em
You can smoke'a de ganja in a big fat bowl or you can smoke'a de ganja in a bong
        Am             Dm
N' keep ya' very lucky you can smoke it in a bong
Am                                    Em
When you smoke it in a bong,you are baked all night long Mista...

Am      Dm   Am    Em
Whoo-oo Ganja ganja
Am      Dm   Am   Em
Whoo-oo Ganja gun
Am      Dm   Am    Em
Whoo-oo Ganja ganja
Am      Dm   Am   Em
Whoo-oo Ganja gun",12800,Iniciante
48,Get Up Stand Up,,"intro 
 -----------------------------------
 -----------------------------------
 -----------------------------------
 -----------------------------------
 -----------------------------------
 -x-6-6-x-6-6---x-6-8---x-6-6-x-6-6-

this is played twice 


tthe other guitar plays Cm for the rest of the song

Cm looks like this...
                     -8-
                     -8-
                     -8-
                     -6-
                     -6-
                     -8-

this is played twice 

all notes played wityh right hand
palm mute

chorus riff
-----|-------------|-----------|-------------|-------------
-----|-------------|-----------|-------------|-------------
-----|-------------|-----------|-------------|-------------
-----|-5-----------|---5-------|-5-----------|-------5---3-
-----|---6-5-6-5---|-6---------|---6-5-6-5---|-----6---6---
-6-8-|-----------8-|-----3-6-8-|-----------8-|-8-8---------


verse riff
-----------|------------
-----------|------------
---------7-|------------
-------5---|-8-----5----
---6-8-----|---6-8------
-8---------|--------6-8-",247964,
49,Give Me a Ticket,"{'C', 'F', 'G', 'Em'}","C
Give me a ticket
G
Give me a ticket
Em
OOOOHH OOOHHHHH
F       G
OHHHHHH OHHHHH


C
Lonely days are gone
G
Im going home
Em
to my babe
F     G
Yes I have


C
She wrote me a letter
G
She couldn't resist
Em
Without me anymore
F    G
uhhhhh

C
Listen Mr cant you see
G
I got to get back
Em
to my babe once more
F    G
Any wayyy

C
Give me a ticket....",522,Básico
50,Give Thanks And Praise,"{'Bm', 'C', 'D', 'Am', 'G'}","G                C           Am        D
give thanks and praises to the most high  (jah)
give thanks and praises so high 

C        Bm             Am
he will not deceive us my brethren 
he will only lead us again 

G          C                    Am      D
oh take that veil from off of your eyes 
look into the future of realise 
 
C      Bm              Am
noah had three sons, ham, shem and japhet 
and in ham is known to be the prophet 

G          C          Bm         Am
glory to jah the prophet is come 
through all these ages 
glory to jah the prophet has come 
through all these stages 
 
G        C                 Bm      Am
when my soul was hurtin deep within 
and i'm worring to be free, desperately, yeah
 
G        C           Bm                Am
so guide and protect i and i oh jah, jah 
through all these ages 
guide and protect i and i oh jah, jah 
through all these stages 
 
rastafari is his name, jah rastafari is his name, jah 

C              D     C          D
if jah didn't love i, if i didn't love i 
if jah didn't love i, if i didn't love i

   C        Bm     Am
would i be around today 
would i be around to say
 
 G            C      Am              D
give thanks and praises, give thanks and praises 
give thanks and praises, give thanks and praises 
give thanks and praises, give thanks and praises",4105,Básico
51,Give Thanks And Praises,"{'Bm', 'C', 'D', 'Am', 'G'}","G          C                   Am       D
Give thanks and praises to the Most-I (Jah!);
G          C                   Am       D
Give thanks and praises so high (so high).
C           Bm            Am
He will not deceive us my brethren;
C       Bm                   Am
He will only lead us again (again):
G          C                   Am       D
Oh, take that veil from off of your eyes;
G          C             Am       D
Look into the future of realize.


C     Bm                    Am
Noah had three sons, Ham, Shem and Japhet (Ham, Shem and Japhet);
C     Bm                    Am
And in Ham is known to be the Prophet.
G          C                   Bm           C       D     
Glory to Jah, the Prophet is come (through all these ages);
G         C                   Bm            C       D
Glory to Jah, the Prophet has come (through all these stages).
G          C         Bm         C          D
When my soul was hurtin' deep within,
G         C             Bm      C          D
And I'm working to be free, desperately, yeah.
G         C             Bm      C       D
So guide and protect I'n'I, O Jah - Jah,
G         C             
Through all these ages;
G         C               Bm            
Guide and protect I'n'I, O Jah - Jah,
C               D
Through all these stages.


G       C       Bm      Am      
Rastafari is his Name (Jah!) -
G       C       Bm      Am
Rastafari is his Name (Jah!).
C               D
If Jah didn't love I (love I),
C               D
If I didn't love I (love I),
C               D
If Jah didn't love I (love I),
C               D
If I didn't love I,
C       Bm         Am
Would I be around today?
C       Bm         Am
Would I be around to say:


G               C         Am              D
Give thanks and praises, give thanks and praises;
G               C         Am              D
Give thanks and praises, give thanks and praises;
G               C         Am              D
Give thanks and praises, give thanks and praises. 
",158,Intermediário
52,Gonna Get You,"{'A#', 'Fm', 'Gm', 'D#', 'Cm'}","          Cm
I'm gonna get you, baby baby
Fm           Gm
Hear what I say,
          Cm
I'm gonna get you, baby baby,
Fm           Gm
Hear what I say,
          Cm
I'm gonna get you
Fm           Gm
Hear what I say
Cm
Yeah

      D#                       A#
Well, you can go from Maine to Mexico
     D#                   A#
From Detroit City to D.C. yeah
          Cm
I've been loving you much too, too, too long girl
To let you get away from me, yeah
             D#              Fm
You know my mind says I'm to let her go
       D#                    Fm
But my poor heart just won't let me
        Cm
He said you're fighting it hard
Baby please gets smart
Gm
What will you bet me?
Will you ever bet me?

          Cm
I'm gonna get you, baby baby
Fm           Gm
Hear what I say,
          Cm
I'm gonna get you, baby baby,
Fm           Gm
Hear what I say,
          Cm
I'm gonna get you
Fm           Gm
Hear what I say
Cm
Yeah

(Repete igual a primeira parte)

I'm gonna sit down and think up
A new technique
And this time I sure it won't fail
Though you're trying so hard
I can understand
You're giving in
I can tell by by by your hesitation on the telephone
Where before it was simply a no
And you're curious now, baby some way some how

I'm gonna show you, I'm gonna get,
I'm gonna gonna get you
Baby baby baby, you see
I'm gonna gonna get you, baby now,
Hear what I say
I'm gonna get you, oh, get you babe
Hear what I say
Hear what I say, I'm gonna get you now
I'm gonna get you
I'm gonna gonna get you, Baby
'Cos I need you
Hear what I say
I need you every minute, need you every minute
Need you every minute",3277,Básico
53,Guava Jelly,"{'F/G', 'Dm7', 'F', 'Cmaj7', 'C', 'G7', 'Am', 'G'}","Intro: Cmaj7  | Dm7 G7  | Cmaj7   | Dm7 G7
                     Verses:
                       C                | Dm7   G7  | C            | Dm7   G7   | C
                         You said you |love  me  |     I said I|love  you  |     why won't you|
                       Am                 | F          | F/G      G    | F
                        Stop your crying|   Dry your|weeping  eyes |   You know that I|
                       C                                  |C                       |
                     Love  I love, I love, I love you so|  da-da-dam da-da-damsel|
                       F         C              | F              C             | G7    C
                     Here I am   me said, Come|rub it 'pon me belly with you|Guava Jelly|
                       C                    | F             C     | F              C
                     Da-da-da da-da-damsel|Here I stand,   come|rub it 'pon me belly with you|
                       G7     C     | C                    | F           G7
                     Guava  Jelly |     I really, really|   I really love  you|
                       C                 | F                  G7    |
                          Yes, I really|  really love you, child.|",20969,Básico
54,Guiltiness,"{'C', 'F', 'Am', 'G'}","

Versos: Dm : Dm : Am : Am 
Ponte: C : Am : F : G 
 
Guiltiness (talkin' 'bout guiltiness) 
Pressed on their conscience. Oh yeah. 
And they live their lives (they live their lives) 
On false pretence everyday - each and everyday. Yeah. 
 
These are the big fish 
Who always try to eat down the small fish, just the small fish. 
I tell you what: they would do anything 
To materialize their every wish. Oh yeah-eah-eah-eah. 
 
Say: Woe to the downpressors: 
They'll eat the bread of sorrow! 
Woe to the downpressors: 
They'll eat the bread of sad 
Woe to the downpressors: 
They'll eat the bread of sorrow! 
Oh, yeah-eah! Oh, yeah-eah-eah-eah! 
 
Guiltiness 
Pressed on their conscience. Oh yeah. Oh yeah. 
These are the big fish 
Who always try to eat down the small fish, 
just the small fish. 
 
I tell you what: they would do anything 
To materialize their every wish. Oh, yeah-eah-eah-eah-eah-eah. 
 
But: Woe to the downpressors: 
They'll eat the bread of sorrow! 
Woe to the downpressors: 
They'll eat the bread of sad 
Woe to the downpressors: 
They'll eat the bread of sad 
Oh, yeah-eah! Oh yeah-e-e-e-e-e! 
 
Guiltiness. Oh yeah. Ah! 
They'll eat the bread of sorrow everyday ",32164,Básico
55,Hammer,"{'D#', 'F'}","[Intro] Ab  Bb

They just keep ordering me
Won't let go...
Holding me
Won't let go...

I need a hammer, a hammer,
a hammer, a hammer,            
to hammer them down

They just keep teasing me
And you know they play like they don't know
Provoking me
But this is all I know

I need a hammer, a hammer,
a hammer, a hammer,            (2x)  
to hammer them down

[Solo D# F][2x]

I need a hammer, a hammer,
a hammer, a hammer,            (4x)   
to hammer them down

Ordering me
Won't let go...
Holding me
Won't let go...

I need a hammer, a hammer,
a hammer, a hammer,
to hammer them down",18268,Básico
56,High Tide Or Low Tide,"{'C#', 'Bm', 'E', 'F#m', 'D', 'A', 'G'}","[Intro] A  E  F#m  C#
        D  C#  D  A

A        E        F#m C#
In high seas or-a low seas
D                 C#
I'm gonna be your friend
D                 A
I'm gonna be Your friend
A         E         F#m C#
In-a high tide or-a low tide
D                 C#
I'll be by your side
D                 A
I'll be by your side

( A  G  F#m )

F#m
(I heard her praying - praying - praying)

I said, I heard my mother

She was praying (praying - praying - praying)

In the night

F#m                                Bm
And the words that she said (the words that she said)
F#m                             Bm
They still-a lingers in my head (lingers in my head). she said
C#                                                      F#m
""A child is born in this world, He needs protection.  Wo-oh, mm
F#m                  Bm
God, guide and protect us
F#m                        Bm
When we're wrong, please correct us (when we're wrong, correct us)
Bm D  E
       And stand by me,"" yeah!

High seas or-a low seas, I'm gonna be your friend; He said, ""I'm gonna be your friend.""

And, baby, high tide or low tide, I'll be by your side; I'll be by your side

F#m
Mm.  I said, I heard my mother

She was cryin' (I heard her cryin', cryin', cryin') in the night
 (F#m                          Bm)
And the tears that she shed (the tears that she shed)

They still lingers in my head (lingers in my head). she said
C#                                                            F#m
""A child is born in this world, He needs protection.  O-oh, mm
 (F#m                         Bm)
God, guide and protect us

When we're wrong (when we're wrong), correct us.""
Bm D   E
O-oh
A          E    F#m  C#   D                 C#   D        A
And in high seas or low seas,  I'm gonna be your friend; I'm gonna be your friend

Said, ""High tide or low tide, I'll be by your side; I'll be by your side -""",55801,Básico
57,Hotel California,"{'Bm', 'E', 'F#', 'Em', 'D', 'A9', 'G'}","(intro) Bm F# A9 E G D Em F#

Bm                      F#
On a dark desert highway, cool wind in my hair
A9                    E
Warm smell of colitas, rising up through the air
G                        D
Up ahead in the distance, I saw a shimmering light
Em                                      F#
My head grew heavy and my sight grew dim, I had to stop for the night

There she stood in the doorway, I heard the mission bell
And I was thinking to myself this could be heaven or this could be hell
Then she lit up a candle, and she showed me the way
There were voices down the corridor, I thought I heard them say:

G                         D
Welcome to the Hotel California
       F#                        Bm
Such a lovely place... such a lovely face
  G                              D
Plenty of room at the Hotel California
     Em                      F#
Any time of year... you can find it here

Her mind is Tiffany twisted, she got the Mercedes bends
She got a lot of pretty, pretty boys that she calls friends
How they dance in the courtyard, sweet summer sweat
Some dance to remember, some dance to forget

So I called up the captain, ""Please bring me my wine,"" he said
""We haven't had that spirit here since nineteen sixty-nine""
And still those voices are calling from far away
Wake you up in the middle of the night, just to hear them say

Welcome to the Hotel California
Such a lovely place...such a lovely face
Livin it up at the Hotel California
Any time of the year...any time of the year

Mirrors on the ceiling, the pink champagne on ice, and she said,
""We are all just prisoners here, of our own device""
And in the master's chambers, they gathered for the feast
They stab it with their steely knives, but they just can't kill the beast

Last thing I remember, I was running for the door
I had to find the passage back to the place I was before
""Relax"" said the nightman, ""We are programmed to receive""
""You can check out anytime you like, but you can never leave""

Welcome to the Hotel California
Such a lovely place...such a lovely place
Livin it up at the Hotel California
Any time of the year...you can find it here
Welcome to the Hotel California
Such a lovely place...such a lovely place
Livin it up at the Hotel California
Such a lovely place...such a lovely place",72125,Básico
